Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),Parcel
100 POWELL ST,,100 POWELL ST,San Francisco,San Francisco,CA,94102,37.785741,-122.407916,38374,,,2014,,,,,,,,,,0327/012
120 POWELL ST,,120 POWELL ST,San Francisco,San Francisco,CA,94102,37.785925,-122.407953,17268,,,2014,,,,,,,,,,0327/013
165 OFARRELL ST,,165 OFARRELL ST,San Francisco,San Francisco,CA,94102,37.786517,-122.407416,23925,,,2014,,,,,,,,,,0327/018
1 STOCKTON ST,,1 STOCKTON ST,San Francisco,San Francisco,CA,94102,37.785873,-122.406259,16987,,,2014,,,,,,,,,,0327/025
760 Market Street (The Phelan Building),,750 MARKET ST,San Francisco,San Francisco,CA,94108,37.78676,-122.404575,317982,,,2014,,,,,,,,,,0328/001
2 Stockton,,790 MARKET ST,San Francisco,San Francisco,CA,94108,37.785942,-122.405608,71826,,,2014,,,,,,,,,,0328/002
48 Stockton,,48 STOCKTON ST,San Francisco,San Francisco,CA,94108,37.786424,-122.406368,64287,,,2014,73,48.3,151.7,48.3,151.7,,,253.3,,0328/003
800 Market Street,,800 MARKET ST,San Francisco,San Francisco,CA,94102,37.785312,-122.40642,53715,,,2014,80,67.4,164.7,70.5,165.2,,,260.9,,0329/001
838 MARKET ST,,838 MARKET ST,San Francisco,San Francisco,CA,94102,37.785126,-122.406652,39993,,,2014,,,,,,,,,,0329/002
840 MARKET ST,,840 MARKET ST,San Francisco,San Francisco,CA,94102,37.785064,-122.406729,14300,,,2014,,,,,,,,,,0329/002A
Flood Building,,870 MARKET ST,San Francisco,San Francisco,CA,94102,37.784761,-122.407108,293837,,,2014,100,13.7,31.8,16.4,35,,,303.1,,0329/005
111 ELLIS ST,,111 ELLIS ST,San Francisco,San Francisco,CA,94102,37.7855,-122.408094,18000,,,2014,,,,,,,,,,0330/001
45 POWELL ST,,45 POWELL ST,San Francisco,San Francisco,CA,94102,37.78502,-122.407772,24168,,,2014,,,,,,,,,,0330/002
33 Powell Street Corporation,,17 POWELL ST,San Francisco,San Francisco,CA,94102,37.784755,-122.407718,39595,,,2014,,,,,,,,,,0330/004
Hotel Abri,,119 ELLIS ST,San Francisco,San Francisco,CA,94102,37.785448,-122.408406,65692,,,2014,27,104.2,223.2,101.1,213.6,,,429.9,,0330/023
PARC 55 WYNDHAM San Francisco- Union Square,,55 CYRIL MAGNIN ST,San Francisco,San Francisco,CA,94102,37.784894,-122.408606,700985,,,2014,,,,,,,,,,0330/026
231 ELLIS ST,,231 ELLIS ST,San Francisco,San Francisco,CA,94102,37.785227,-122.409979,10520,,,2014,,,,,,,,,,0331/001A
HI - San Francisco City Center,,681 ELLIS ST,San Francisco,San Francisco,CA,94109,37.78429,-122.417402,30500,,,2014,100,60.9,91.1,63.6,93.9,,,110,,0335/016
Cova Hotel,,655 ELLIS ST,San Francisco,San Francisco,CA,94109,37.784348,-122.416928,83971,,,2014,90,74.3,128.3,76.7,130.8,,,259.3,,0335/027
226 JONES ST,,226 JONES ST,San Francisco,San Francisco,CA,94102,37.783445,-122.412511,16793,,,2014,43,56.2,149.9,56.2,149.9,,,70.9,,0339/013
2 TURK ST,,2 TURK ST,San Francisco,San Francisco,CA,94102,37.783403,-122.409365,37454,,,2014,,,,,,,,,,0340/004
163 EDDY ST,,163 EDDY ST,San Francisco,San Francisco,CA,94102,37.784215,-122.410435,24780,,,2014,,,,,,,,,,0340/016
948 MARKET ST,,948 MARKET ST,San Francisco,San Francisco,CA,94102,37.783504,-122.408699,42822,,,2014,,,,,,,,,,0341/006
34 MASON ST,,34 MASON ST,San Francisco,San Francisco,CA,94102,37.783928,-122.409231,12104,,,2014,,,,,,,,,,0341/007
One Hallidie Plaza,,25 CYRIL MAGNIN ST,San Francisco,San Francisco,CA,94102,37.784333,-122.408474,64048,,,2014,49,85.2,188.9,86.5,186.2,,,376.4,,0341/009
Market-Turk Company 0342-001,,950 MARKET ST,San Francisco,San Francisco,CA,94102,37.78301,-122.409327,24832,,,2014,,,,,,,,,,0342/001
966 MARKET ST,,966 MARKET ST,San Francisco,San Francisco,CA,94102,37.782849,-122.409528,20636,,,2014,,,,,,,,,,0342/002
972 MARKET ST,,972 MARKET ST,San Francisco,San Francisco,CA,94102,37.782761,-122.409638,11530,,,2014,,,,,,,,,,0342/004
982 MARKET ST,,982 MARKET ST,San Francisco,San Francisco,CA,94102,37.782451,-122.410028,105160,,,2014,,,,,,,,,,0342/007
86 GOLDEN GATE AVE,,86 GOLDEN GATE AVE,San Francisco,San Francisco,CA,94102,37.782096,-122.41206,11180,,,2014,,39.5,92.9,39.5,92.9,,,33.3,,0343/010
Turk Auto Parks,,175 TURK ST,San Francisco,San Francisco,CA,94102,37.783072,-122.411954,80000,,,2014,,,,,,,,,,0343/016
Golden Gate Theater,,1 TAYLOR ST,San Francisco,San Francisco,CA,94102,37.782588,-122.410655,146793,,,2014,,10.8,31.9,10.8,31.9,,,125.5,,0343/031
134 Golden Gate,,134 GOLDEN GATE AVE,San Francisco,San Francisco,CA,94102,37.781982,-122.412933,27000,,,2014,,17.1,37.7,21,41.7,,,31.8,,0344/003
St Anthony Foundation,,150 GOLDEN GATE AVE,San Francisco,San Francisco,CA,94102,37.781951,-122.413166,47169,,,2014,,79.3,163.9,86.5,171.5,,,250.4,,0344/004
166 Golden Gate Ave,,166 GOLDEN GATE AVE,San Francisco,San Francisco,CA,94102,37.781905,-122.413517,54702,,,2014,,14.3,43.6,14.3,43.6,,,40.6,,0344/005
Compass Children's Center,,144 LEAVENWORTH ST,San Francisco,San Francisco,CA,94102,37.782373,-122.413971,12077,,,2014,,27,68.3,29.7,71.1,,,23.9,,0344/006
240 GOLDEN GATE AVE,,240 GOLDEN GATE AVE,San Francisco,San Francisco,CA,94102,37.781769,-122.414615,29482,,,2014,,,,,,,,,,0345/005
433 TURK ST,,433 TURK ST,San Francisco,San Francisco,CA,94102,37.782501,-122.416355,10065,,,2014,,,,,,,,,,0346/016
220 MCALLISTER ST,,220 MCALLISTER ST,San Francisco,San Francisco,CA,94102,37.780641,-122.415906,23262,,,2014,,,,,,,,,,0347/004
201 GOLDEN GATE AVE,,201 GOLDEN GATE AVE,San Francisco,San Francisco,CA,94102,37.781814,-122.414239,38795,,,2014,96,25.7,53.9,32.2,61.7,,,72.8,,0348/026
101 GOLDEN GATE AVE,,101 GOLDEN GATE AVE,San Francisco,San Francisco,CA,94102,37.782027,-122.41259,37868,,,2014,,,,,,,,,,0349/001
1 JONES ST,,1 JONES ST,San Francisco,San Francisco,CA,94102,37.781399,-122.412095,38310,,,2014,,,,,,,,,,0349/003
175 GOLDEN GATE AVE,,175 GOLDEN GATE AVE,San Francisco,San Francisco,CA,94102,37.781919,-122.41341,15630,,,2014,,,,,,,,,,0349/011
135 GOLDEN GATE AVE,,135 GOLDEN GATE AVE,San Francisco,San Francisco,CA,94102,37.781964,-122.413073,31480,,,2014,,,,,,,,,,0349/012
133 GOLDEN GATE AVE,,133 GOLDEN GATE AVE,San Francisco,San Francisco,CA,94102,37.781988,-122.412886,10120,,,2014,,,,,,,,,,0349/013
1072 MARKET ST,,1072 MARKET ST,San Francisco,San Francisco,CA,94102,37.781247,-122.411553,26880,,,2014,,,,,,,,,,0350/004
1100 MARKET ST,,1100 MARKET ST,San Francisco,San Francisco,CA,94102,37.78069,-122.412267,64225,,,2014,,,,,,,,,,0351/001
Orpheum Theater,,1182 MARKET ST,San Francisco,San Francisco,CA,94102,37.779071,-122.414313,62534,,,2014,,65.1,158.4,65.1,158.4,,,309.5,,0351/022
10UN,,10 UNITED NATIONS PLZ,San Francisco,San Francisco,CA,94102,37.779923,-122.413501,67367,,,2014,,,,,,,,,,0351/050
Art Institute of California,,1170 MARKET ST,San Francisco,San Francisco,CA,94102,37.779288,-122.414033,43060,,,2014,,126.8,268.8,128.2,265.7,,,369.4,,0351/051
1212 Market/11 Grove,,1212 MARKET ST,San Francisco,San Francisco,CA,94102,37.778383,-122.415186,24178,,,2014,98,22.5,57.3,24.5,59.4,,,39.9,,0355/003
1230 MARKET ST,,1230 MARKET ST,San Francisco,San Francisco,CA,94102,37.778288,-122.415306,12846,,,2014,,,,,,,,,,0355/004
1242 Market Street,,1240 MARKET ST,San Francisco,San Francisco,CA,94102,37.77819,-122.41543,11690,,,2014,87,30.2,74.3,30.2,74.3,,,25.5,,0355/006
1244 Market,,1244 MARKET ST,San Francisco,San Francisco,CA,94102,37.778121,-122.415517,15425,,,2014,,72.4,174.4,70.9,169.7,,,80,,0355/007
1256 MARKET ST,,1256 MARKET ST,San Francisco,San Francisco,CA,94102,37.77803,-122.415632,24804,,,2014,,,,,,,,,,0355/008
3727 Buchanan St.,,3727 Buchanan St.,San Francisco,San Francisco,CA,94123,37.804308,-122.43357,23736,,,2014,,,,,,,,,,0445A/004
Safeway 1711,,15 MARINA BLVD,San Francisco,San Francisco,CA,94123,37.80509,-122.433133,40520,,,2014,22,265.7,654.8,264.1,649.9,,,778.9,,0446/002
Williams Sonoma - 3250 Van Ness,,3250 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.805726,-122.425326,140860,,,2014,62,89.2,194.6,91.7,195.5,,,742.7,,0451/004
900 North Point St.,,900 North Point St.,San Francisco,San Francisco,CA,94109,37.805393,-122.422944,101074,,,2014,,51.3,160.4,49.2,153.7,,,422,,0452/002
2322 LOMBARD ST,,2322 LOMBARD ST,San Francisco,San Francisco,CA,94123,37.799417,-122.439794,12223,,,2014,,,,,,,,,,0489/010
Cow Hollow Motor Inn,,2190 LOMBARD ST,San Francisco,San Francisco,CA,94123,37.799702,-122.437575,42120,,,2014,53,71.7,135.2,71.7,135.2,,,194.7,,0491/028
1940 LOMBARD ST,,1940 LOMBARD ST,San Francisco,San Francisco,CA,94123,37.800221,-122.433441,16700,,,2014,91,51,89.8,52.6,93.3,,,43.9,,0493/007
3110 OCTAVIA ST,,3110 OCTAVIA ST,San Francisco,San Francisco,CA,94123,37.80092,-122.429529,11268,,,2014,,,,,,,,,,0496/013
Redwood Inn,,1530 LOMBARD ST,San Francisco,San Francisco,CA,94123,37.801072,-122.426773,15145,,,2014,,,,,,,,,,0497/010
Travelodge By the Bay,,1450 LOMBARD ST,San Francisco,San Francisco,CA,94123,37.801235,-122.425518,39504,,,2014,26,118.4,205.6,118.4,205.6,,,197.2,,0498/029
2850 VAN NESS AVE,,2850 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.802015,-122.42461,15559,,,2014,59,101.3,161.7,102.4,165.3,,,74,,0499/009
2750 VAN NESS AVE,,2750 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.800916,-122.424387,24824,,,2014,,,,,,,,,,0502/005G
Lombard Motor Inn,,1475 LOMBARD ST,San Francisco,San Francisco,CA,94123,37.801092,-122.425884,17280,,,2014,45,73.3,145.4,73.3,145.4,,,83.4,,0503/028
Comfort Inn By the Bay,,2775 VAN NESS AVE,San Francisco,San Francisco,CA,94123,,,107743,,,2014,67,39,81.5,39.4,82.8,,,282.4,,0503/030
1501 LOMBARD ST,,1501 LOMBARD ST,San Francisco,San Francisco,CA,94123,37.80101,-122.426474,14698,,,2014,57,87.6,149.8,89.5,151.8,,,71.2,,0504/011
Buena Vista Motor Inn,,1595 LOMBARD ST,San Francisco,San Francisco,CA,94123,37.800886,-122.427469,28800,,,2014,,,,,,,,,,0504/012
1727 LOMBARD ST,,1727 LOMBARD ST,San Francisco,San Francisco,CA,94123,37.800516,-122.430357,16371,,,2014,62,59.5,107.1,66,122.3,,,61.7,,0506/036
Hotel Del Sol,,3100 WEBSTER ST,San Francisco,San Francisco,CA,94123,37.79937,-122.434273,23275,,,2014,31,99.7,153.4,99.7,153.4,,,138.6,,0508/012
Coventry Motor Inn,,1901 LOMBARD ST,San Francisco,San Francisco,CA,94123,37.800176,-122.433045,24840,,,2014,62,64.7,125.5,65.7,128.7,,,104.8,,0508/028
Chelsea Motor Inn,,2095 LOMBARD ST,San Francisco,San Francisco,CA,94123,37.799832,-122.435756,21600,,,2014,34,84.8,162.5,86.6,167.9,,,118.9,,0509/009A
2265 LOMBARD ST,,2265 LOMBARD ST,San Francisco,San Francisco,CA,94123,37.799418,-122.439045,12748,,,2014,,,,,,,,,,0511/039
2655 Van Ness Ave,,2655 Van Ness Ave,San Francisco,San Francisco,CA,94123,,,31050,,,2014,,,,,,,,,,0522/001
Davinci villa,,2550 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.799193,-122.424053,56598,,,2014,14,116.7,187.5,116.7,187.5,,,400.8,,0526/021
Union Street Plaza,,2001 Union St,San Francisco,San Francisco,CA,94123,37.797456,-122.432553,122396,,,2014,8,128.2,282.7,128.2,282.7,,,576.9,,0541/024
2201 VAN NESS AVE,,2201 VAN NESS AVE,San Francisco,San Francisco,CA,94123,,,24341,,,2014,46,92.1,164.4,93.9,170.1,,,119.4,,0570/007
1650 Pacific Avenue,,1650 Pacific Avenue,San Francisco,San Francisco,CA,94109,37.794905,-122.42251,15429,,,2014,,38.7,104.6,39.2,102.3,,,31.7,,0574/012
2100 VAN NESS AVE,,2100 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.795017,-122.423195,12369,,,2014,,,,,,,,,,0574/014
"2151 Van Ness Avenue, LLC",,2151 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.795399,-122.423424,27912,,,2014,,19,29.6,23.5,34.3,,,31.8,,0575/015
2001 Van Ness,,2001 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.794097,-122.423171,42600,,,2014,,16.5,47.4,17.3,48.2,,,44.4,,0594/002
1600 Jackson,,1600 Jackson st,San Francisco,San Francisco,CA,94109,37.794105,-122.421722,63500,,,2014,,,,,,,,,,0595/002
2000 Van Ness Avenue,,2000 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.794086,-122.423016,54030,,,2014,80,66.8,102.6,71.3,107.4,,,184.3,,0595/005
2020 Van Ness Ave,,2020 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.794825,-122.42316,27948,,,2014,,14.7,46.1,14.7,46.1,,,33.5,,0595/006
1900 VAN NESS AVE,,1900 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.793184,-122.422829,18159,,,2014,,,,,,,,,,0598/009
1946 VAN NESS AVE,,1946 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.79372,-122.422943,25350,,,2014,,,,,,,,,,0598/010A
2343 Fillmore Street,,2343 Fillmore Street,San Francisco,San Francisco,CA,94115,37.791311,-122.434335,18911,,,2014,,,,,,,,,,0611/001A
"1835 Van Ness Avenue, LLC",,1849 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.792814,-122.422911,107908,,,2014,,26.9,83.4,27.1,83.6,,,234.9,,0618/001
Van Ness Capital Group LLC,,1801 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.792315,-122.42281,16890,,,2014,70,43.8,124.2,46.1,125.6,,,57.2,,0618/002
1760 VAN NESS AVE,,1760 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.791978,-122.422575,31983,,,2014,,,,,,,,,,0622/013
1730 VAN NESS AVE,,1730 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.791889,-122.422558,23846,,,2014,,,,,,,,,,0622/019
SAN FRANCISCO TOYOTA VAN NESS,,1701 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.791432,-122.422637,24000,,,2014,,21.2,66.6,21.2,66.6,,,41.5,,0623/002
Pacific Professional Building,,2140 WEBSTER ST,San Francisco,San Francisco,CA,94115,37.790454,-122.432496,263062,,,2014,73,61.3,175.6,64,178.4,,,680.3,,0628/013
University of the Pacifc,,2155 WEBSTER ST,San Francisco,San Francisco,CA,94115,37.790285,-122.43246,193173,,,2014,,,,,,,,,,0629/034
1699 Van Ness,,1699 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.791027,-122.422555,41100,,,2014,,,,,,,,,,0642/001
1625 VAN NESS AVE,,1625 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.790898,-122.422527,88202,,,2014,64,63.1,168.3,61.9,164.6,,,351.6,,0642/003
Old First Presbyterian Church,,1660 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.791102,-122.422404,18263,,,2014,,,,,,,,,,0643/015
1656 CALIFORNIA ST,,1656 CALIFORNIA ST,San Francisco,San Francisco,CA,94109,37.79043,-122.421824,16702,,,2014,,,,,,,,,,0643/017
1600 VAN NESS AVE,,1600 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.790689,-122.422319,55219,,,2014,,,,,,,,,,0643/018
JPMorgan Chase - WM1405 Polk,,1500 Polk St,San Francisco,San Francisco,CA,94109,37.790765,-122.420727,12739,,,2014,41,70,151.5,70,151.5,,,60.9,,0644/014
1528 PINE ST,,1528 PINE ST,San Francisco,San Francisco,CA,94109,37.78955,-122.421051,40199,,,2014,,27.5,61.4,27.5,61.4,,,76.5,,0646/005
1554 VAN NESS AVE,,1554 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.790132,-122.422204,44402,,,2014,,,,,,,,,,0646/012
Holiday Inn Golden Gateway,,1550 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.78978,-122.422134,282783,,,2014,,,,,,,,,,0646/016
1595 Van Ness,,1595 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.790181,-122.422379,9100,,,2014,,,,,,,,,,0647/001
1660 PINE ST,,1660 PINE ST,San Francisco,San Francisco,CA,94109,37.789275,-122.423254,11220,,,2014,,,,,,,,,,0647/010
Whole Foods Market,,1745 CALIFORNIA ST,San Francisco,San Francisco,CA,94109,37.790242,-122.423358,28000,,,2014,,,,,,,,,,0647/012
Mollie Stone's Markets #2,,2435 CALIFORNIA ST,San Francisco,San Francisco,CA,94115,37.788785,-122.434796,21300,,,2014,13,252.6,793.1,247.3,776.5,,,438.7,,0654/025
2015 STEINER ST,,2015 STEINER ST,San Francisco,San Francisco,CA,94115,37.787878,-122.43533,25300,,,2014,,,,,,,,,,0655/006
Van Ness Building,,1415 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.788794,-122.422096,12000,,,2014,,44.5,120.2,48.3,124.2,,,40.4,,0666/004
1522 BUSH ST,,1522 BUSH ST,San Francisco,San Francisco,CA,94109,37.788409,-122.42258,11533,,,2014,,,,,,,,,,0666/006
1540 Bush Street,,1530 BUSH ST,San Francisco,San Francisco,CA,94109,37.788377,-122.422815,20364,,,2014,,66.8,115,66.8,115,,,84.7,,0666/006A
1430 BUSH ST,,1430 BUSH ST,San Francisco,San Francisco,CA,94109,37.788621,-122.420922,13000,,,2014,,14.9,35,15.7,35.7,,,13.7,,0667/005
1414 Van Ness,,1412 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.788756,-122.421931,32654,,,2014,86,24,75.5,24,75.5,,,44.6,,0667/009
1400 VAN NESS AVE,,1400 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.788633,-122.421908,18321,,,2014,,,,,,,,,,0667/010
"1430. 1450, 1480 Van Ness Ave",,1430 Van Ness,San Francisco,San Francisco,CA,94109,,,28300,,,2014,,28.9,90.7,28.9,90.7,,,39.4,,0667/011
First Congregational Church of San Francisco,,1300 Polk St,San Francisco,San Francisco,CA,94109,37.788837,-122.420341,12661,,,2014,,,,,,,,,,0668/004A
"1244 Sutter, LLC",,1244 SUTTER ST,San Francisco,San Francisco,CA,94109,37.787648,-122.420995,30964,,,2014,100,1.8,5.8,1.8,5.8,,,4.6,,0670/012
1320 VAN NESS AVE,,1320 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.787776,-122.421737,106827,,,2014,,,,,,,,,,0670/013
1445 Bush St,,1445 Bush St,San Francisco,San Francisco,CA,94109,37.788609,-122.421018,16400,,,2014,75,28.7,85.2,27.8,82.5,,,32.7,,0670/022
1355-1359 Van Ness,,1355 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.788205,-122.421976,170344,,,2014,,19,59.1,19.1,59.2,,,262.5,,0671/001
1301 Van Ness,,1301 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.787751,-122.421886,43125,,,2014,,22.5,70.7,22.5,70.7,,,49.8,,0671/002
Worldco Company - 1388 Sutter,,1388 SUTTER ST,San Francisco,San Francisco,CA,94109,37.787397,-122.423011,119943,,,2014,,,,,,,,,,0671/009
Buchanan Plaza,,1826 BUCHANAN ST,San Francisco,San Francisco,CA,94115,37.786931,-122.430077,13973,,,2014,100,5.7,18,5.7,18,,,6.5,,0675/051
1800 SUTTER ST,,1800 SUTTER ST,San Francisco,San Francisco,CA,94115,37.786477,-122.430261,78630,,,2014,,,,,,,,,,0676/033
1833 FILLMORE ST,,1833 FILLMORE ST,San Francisco,San Francisco,CA,94115,37.7865,-122.433359,12000,,,2014,66,40,125.6,40,125.6,,,39.1,,0678/004
Baptist Church - 2135 Sutter St,,2135 SUTTER ST,San Francisco,San Francisco,CA,94115,37.7858,-122.435603,69728,,,2014,95,8.5,14.6,8.5,14.6,,,36.9,,0682/006
1700 Post (Japan Center),,1700 POST ST,San Francisco,San Francisco,CA,94115,37.785553,-122.430061,19500,,,2014,,170.4,340.3,168.9,335.6,,,219.2,,0685/043
Soko Hardware,,1672 POST ST,San Francisco,San Francisco,CA,94115,37.785673,-122.429251,18000,,,2014,,21.2,66.1,20.6,64.1,,,31,,0686/034
1355 Franklin,,1355 FRANKLIN ST,San Francisco,San Francisco,CA,94109,37.787045,-122.423367,15900,,,2014,,23.5,40.6,23.5,40.6,,,23.3,,0689/001
1409 SUTTER ST,,1409 SUTTER ST,San Francisco,San Francisco,CA,94109,37.787308,-122.423698,10750,,,2014,,,,,,,,,,0689/025
1314 POST ST,,1301 FRANKLIN ST,San Francisco,San Francisco,CA,94109,37.786424,-122.423243,12342,,,2014,74,74.6,231.5,75.1,232.1,,,74.6,,0689/200
1243 Van Ness,,1243 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.787326,-122.421796,11760,,,2014,,205.1,337.8,213.8,346.9,,,147.7,,0690/001
1233 VAN NESS AVE,,1233 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.787165,-122.421761,18710,,,2014,,53.2,115.9,53.3,114.9,,,68.1,,0690/001A
1337 SUTTER ST,,1337 SUTTER ST,San Francisco,San Francisco,CA,94109,37.787461,-122.422497,13277,,,2014,,,,,,,,,,0690/012
1355 SUTTER ST,,1355 SUTTER ST,San Francisco,San Francisco,CA,94109,37.787503,-122.422161,82250,,,2014,43,80,185.4,83.7,189.3,,,462.9,,0690/016
1200 Van Ness,,1200 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.786837,-122.421548,171562,,,2014,,17.8,53.9,17.8,53.9,,,165.3,,0691/005
1167-1199 Sutter Retail,,1167-1199 Sutter St,San Francisco,San Francisco,CA,94109,37.787788,-122.419872,40042,,,2014,,96.2,193.3,96.2,193.3,,,153,,0692/013
Concordia Argonaut - 1142 Van Ness,,1142 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.786339,-122.421442,50540,,,2014,,,,,,,,,,0694/011
Gayner Engineers,,1133 POST ST,San Francisco,San Francisco,CA,94109,37.786757,-122.420417,12000,,,2014,90,30.9,82.6,33.2,85,,,53.9,,0694/017
1255 POST ST,,1255 POST ST,San Francisco,San Francisco,CA,94109,37.786511,-122.422533,190843,,,2014,,,,,,,,,,0695/005
1101 VAN NESS AVE,,1101 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.786117,-122.421538,238798,,,2014,,,,,,,,,,0695/006
Hamilton Square Baptist Church,,1212 GEARY BLVD,San Francisco,San Francisco,CA,94109,37.785438,-122.423258,26000,,,2014,96,17.3,33.5,19.7,36.1,,,29.3,,0696/002
Archdiocese of San Francisco Pastoral Center,,9 PETER YORKE WAY,San Francisco,San Francisco,CA,94109,37.785952,-122.423908,47800,,,2014,,,,,,,,,,0696/024
Japan Center West Mall,,1737 Post Street,San Francisco,San Francisco,CA,94115,37.785551,-122.430082,44309,,,2014,,285.2,631.9,288.4,625.4,,,871.5,,0700/006
Hotel Kabuki,,1625 POST ST,San Francisco,San Francisco,CA,94115,37.785763,-122.428653,225000,,,2014,31,100.8,184.5,104.7,186.6,,,1445.3,,0700/017
Japan Center East Mall,,22 PEACE PLZ,San Francisco,San Francisco,CA,94115,37.78528,-122.429765,24280,,,2014,,219.3,421.1,215.9,410.3,,,345.8,,0700/020
MKD Kabuki Center LLC,,1881 POST ST,San Francisco,San Francisco,CA,94115,37.785215,-122.432702,115708,,,2014,,108.3,246.5,111.6,250.1,,,585.4,,0701/001
Kinokuniya Building,,1825 POST ST,San Francisco,San Francisco,CA,94115,37.785313,-122.43192,76197,,,2014,,161.7,304.5,161,296.2,,,793.9,,0701/005
1975 POST ST,,1975 POST ST,San Francisco,San Francisco,CA,94115,37.785023,-122.434291,38051,,,2014,,9.7,23.1,9.9,23.5,,,26.3,,0702/039
1807 GEARY BLVD,,1807 GEARY BLVD,San Francisco,San Francisco,CA,94115,37.784189,-122.432997,41992,,,2014,,,,,,,,,,0707/001
1534 FILLMORE ST,,1534 FILLMORE ST,San Francisco,San Francisco,CA,94115,37.783835,-122.432821,10545,,,2014,,,,,,,,,,0708/013
1001 Van Ness Avenue,,1001 VAN NESS AVE,San Francisco,San Francisco,CA,94109,37.784968,-122.421332,111244,,,2014,,,,,,,,,,0714/016
1188 FRANKLIN ST,,1188 FRANKLIN ST,San Francisco,San Francisco,CA,94109,37.785185,-122.422981,56280,,,2014,,,,,,,,,,0714/017
