Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),Portfolio Manager ID,Philadelphia Building ID
Franklin Towne Charter High School,K-12 School,5301 Tacony St,Philadelphia,Philadelphia,PA,19137,40.008802,-75.067512,143673,,1940,2014,2,81.7,244,,,,,1501.8,,3666158,882938550
First Philadelphia Charter School,K-12 School,4300 Tacony St.,Philadelphia,Philadelphia,PA,19124,40.006863,-75.082354,78150,,2002,2014,70,94.3,182.7,,,,,644.2,8.739603327,3687689,778531800
Father Judge High School,K-12 School,3301 Solly Avenue,Philadelphia,Philadelphia,PA,19136,40.048471,-75.024074,153961,,1954,2014,93,55.6,93.6,,,,,750.5,8.013068245,3695833,778508000
Pennsylvania School for the Deaf,K-12 School,100 W School House Lane,Philadelphia,Philadelphia,PA,19144,40.032717,-75.174403,83271,,1984,2014,32,89,167.1,,,,,630.6,16.45350722,3707291,775530500
St. Raymond of Penafort,K-12 School,1350 E Vernon Road,Philadelphia,Philadelphia,PA,19150,,,61900,,1950,2014,100,7.7,24.2,,,,,64,13.79644588,3736431,775329000
Most Blessed Sacrement Parish,K-12 School,5600 Chester Avenue,Philadelphia,Philadelphia,PA,19143,,,94000,,1905,2014,17,65.4,100.4,,,,,442,30.42021277,3751820,773071000
Saint Francis de Sales Parish,K-12 School,4625 Springfield Avenue,Philadelphia,Philadelphia,PA,19143,39.94652,-75.055458,67884,,1890,2014,100,14.5,15.4,,,,,49.9,10.09663544,3751824,774385000
St. Matthew Church (correct),K-12 School,3000 Cottman Ave.,Philadelphia,Philadelphia,PA,19149,40.04235,-75.050629,140800,,1937,2014,65,74.8,108.1,,,,,720.5,16.81321023,3751830,778130000
Roman Catholic High School,K-12 School,301 N. Broad Street,Philadelphia,Philadelphia,PA,19102,,,77500,,1890,2014,81,56.4,111.3,,,,,388.2,8.936774194,3759394,771063000
ST. ANSELM PARISH AND SCHOOL,K-12 School,12670 DUNKS FERRY RD,Philadelphia,Philadelphia,PA,19154,40.102277,-74.97116,80488,,1963,2014,,46,70.7,,,,,258.5,6.63328695,3767538,778144000
Tacony Academy Charter School,K-12 School,1330 Rhawn Street,Philadelphia,Philadelphia,PA,19111,40.067554,-75.065377,52500,,1978,2014,100,59.5,62.6,,,,,166.3,14.39428571,3773538,778506501
Esperanza Academy,K-12 School,301 W Hunting Park Ave,Philadelphia,Philadelphia,PA,19140,40.014674,-75.132323,71440,,1930,2014,13,97.1,251.4,,,,,780.9,6.79731243,3773891,777577905
West Catholic,K-12 School,4501 Chestnut St.,Philadelphia,Philadelphia,PA,19139,,,156425,,1926,2014,88,57.8,87.3,,,,,641.3,4.635448298,3773979,774569000
Little Flower Catholic High School,K-12 School,1000 W. Lycoming Avenue,Philadelphia,Philadelphia,PA,19140,40.013739,-75.143791,184000,,1939,2014,100,27.8,46.8,,,,,452.3,6.83423913,3773988,777247000
Mast Charter School,K-12 School,1800 Byberry Rd,Philadelphia,Philadelphia,PA,19116,,,169148,,2001,2014,41,72.8,203.7,,,,,1264.9,5.019864261,3782240,778500305
Garage - Broad St,K-12 School,2600 N. Broad St.,Philadelphia,Philadelphia,PA,19132,39.992696,-75.154828,128600,,1980,2014,67,87.5,113.4,,,,,704.8,2.216951788,3783002,785053000
Alt. Ed. Center (Hunting Park),K-12 School,120 W HUNTING PARK AV,Philadelphia,Philadelphia,PA,19140,40.013916,-75.126558,164000,,2004,2014,81,39.6,93.3,,,,,673.1,1.235365854,3783006,786160485
Admin - Education Center,K-12 School,440 N BROAD ST,Philadelphia,Philadelphia,PA,19130,,,835000,,2005,2014,20,42.4,133.2,,,,,4740,4.718203593,3783030,884062510
Bartram HS,K-12 School,2401 S 67TH ST,Philadelphia,Philadelphia,PA,19142,,,451273,,1939,2014,87,90.7,119.7,,,,,2600.7,11.9371201,3783055,783130800
Admin - Rivera Building,K-12 School,2603 N 5TH ST,Philadelphia,Philadelphia,PA,19133,,,60464,,1980,2014,73,61.3,117,,,,,319.9,4.614315957,3783056,785547740
Barratt (New Childs),K-12 School,1599 WHARTON ST,Philadelphia,Philadelphia,PA,19146,39.934563,-75.170808,134000,,1928,2014,9,128.9,172.9,,,,,1111.6,22.27761194,3815208,782673800
Edmunds HR,K-12 School,1197 HAWORTH ST,Philadelphia,Philadelphia,PA,19124,40.024159,-75.086022,65570,,1980,2014,1,164.4,259.3,,,,,963.6,11.77672716,3817037,786182000
Lamberton,K-12 School,7501 WOODBINE AVE,Philadelphia,Philadelphia,PA,19151,,,110193,,1980,2014,87,66.2,88.4,,,,,599.4,14.13156916,3818671,783600400
Shallcross,K-12 School,3901 WOODHAVEN RD,Philadelphia,Philadelphia,PA,19154,40.089417,-74.974013,67938,,1929,2014,3,150.5,227.6,,,,,739.5,47.56689923,3819916,786590000
Hartranft Community,K-12 School,2400 N 8TH ST,Philadelphia,Philadelphia,PA,19133,,,12362,,1968,2014,6,203.4,293.1,,,,,171.5,7.959877043,3819955,785137405
Gesu School Inc,K-12 School,1700 W. Thompson St,Philadelphia,Philadelphia,PA,19121,39.973827,-75.163893,62567,,1923,2014,61,62.3,126.8,,,,,355.5,,3852983,772541000
Archbishop Ryan High School,K-12 School,11201 Academy Road,Philadelphia,Philadelphia,PA,19154,,,283950,,1965,2014,90,66.4,107.1,,,,,1434.5,4.995949991,3856392,778069000
Hallahan High School,K-12 School,311 N. 19th Street,Philadelphia,Philadelphia,PA,19103,,,101640,,1911,2014,79,74.5,110.2,,,,,527.8,14.27390791,3856406,772283000
Norwood-Fontbonne Academy,K-12 School,201 Sunset Ave,Philadelphia,Philadelphia,PA,19118,,,86394,,1920,2014,82,40.6,76,,,,,297.8,220.0233813,3858184,775537000
Stella Maris Church and School,K-12 School,2901 S 10th Street,Philadelphia,Philadelphia,PA,19148,,,69630,,1954,2014,58,59.7,95.7,,,,,309.5,7.249748672,3859497,771251500
The Prepartory Charter High School,K-12 School,1928 Point Breeze Ave,Philadelphia,Philadelphia,PA,19145,39.928293,-75.185412,64748,,1950,2014,100,38.8,44.8,,,,,143.4,6.395564342,3877251,773743300
Calvary Chapel of Phila.,K-12 School,13500 Philmont Av.,Philadelphia,Philadelphia,PA,19116,40.130619,-75.016527,144000,,1956,2014,21,54,169.7,,,,,1041.6,17.96180556,3877707,778253500
Springside,K-12 School,500 West Willow Grove Ave.,Philadelphia,Philadelphia,PA,19118,40.064712,-75.206826,197500,,1900,2014,79,76.8,126.9,,,,,1200,0.094177215,3881810,775510500
Chestnut Hill,K-12 School,500 West Willow Grove Ave.,Philadelphia,Philadelphia,PA,19118,40.064712,-75.206826,220000,,1900,2014,98,61.7,64.8,,,,,731.9,0.318181818,3881814,775535510
Community Academy of Philadelphia,K-12 School,1100 East Erie Avenue,Philadelphia,Philadelphia,PA,19124,,,118000,,1958,2014,76,43.1,107.7,,,,,554.9,1.143220339,3891212,777575905
Friends Select School,K-12 School,17th and The Benjamin Franklin Parkway,Philadelphia,Philadelphia,PA,19103,,,123306,,1969,2014,39,90.1,172.3,,,,,960.2,8.418892836,3891486,772199000
SS Neumann Goretti High School,K-12 School,1730 S 10th St,Philadelphia,Philadelphia,PA,19148,,,271320,,1955,2014,98,43.9,68.6,,,,,868.2,6.427465723,3892157,771251200
Saint Hubert's Catholic High School for Girls,K-12 School,7300 Torresdale Avenue,Philadelphia,Philadelphia,PA,19136,40.030134,-75.035166,163350,,1924,2014,93,55.5,81.1,,,,,625.5,5.060299969,3892250,778301000
401 East Roosevelt Blvd,K-12 School,401 East Roosevelt Blvd,Philadelphia,Philadelphia,PA,19120,,,73983,,1950,2014,,,,,,,,,,3892825,776251000
6701 Callowhill St,K-12 School,6701 Callowhill St,Philadelphia,Philadelphia,PA,19151,39.96993,-75.254219,56321,,1950,2014,,,,,,,,,,3892833,774084000
Philadelphia Academy High School,K-12 School,1700 Tomlinson Road,Philadelphia,Philadelphia,PA,19116,,,85000,,1950,2014,36,64.5,131.6,,,,,500.9,5.084705882,3892939,778299100
Global Leadership Academy Charter School,K-12 School,4601 W. Girard Avenue,Philadelphia,Philadelphia,PA,19131,39.972889,-75.215346,53331,,2010,2014,63,73.5,229.9,,,,,522.9,4.912714931,3894194,774157500
2239 West Montgomery Ave,K-12 School,2239 West Montgomery Ave,Philadelphia,Philadelphia,PA,19121,39.982071,-75.171872,57200,,1918,2014,100,18.4,49.9,,,,,123.5,22.11888112,3959812,772176000
New Foundations Charter High School,K-12 School,4850 Rhawn Street,Philadelphia,Philadelphia,PA,19136,40.033751,-75.024163,50000,,2012,2014,19,68.2,186.8,,,,,556.9,7.192,3960550,884253450
New Foundations Charter Elementary School,K-12 School,8001 Torresdale Avenue,Philadelphia,Philadelphia,PA,19136,40.0353,-75.025158,50000,,1999,2014,41,58.9,149.7,,,,,453,5.758,3962712,778512302
"The Mathematics, Civics and Sciences Charter School of Philadelphia, Inc.",K-12 School,447 N. Broad St.,Philadelphia,Philadelphia,PA,19123,,,59300,,1925,2014,89,39,67,,,,,182.5,10.77740304,3975541,771635100
Nazareth Grade School and High School,K-12 School,4001 Grand Ave,Philadelphia,Philadelphia,PA,19114,,,75000,,1932,2014,97,24.4,76.6,,,,,244.9,,3977128,778501500
Girard College,K-12 School,2035 South College Avenue,Philadelphia,Philadelphia,PA,19121,,,950825,,1848,2014,,77.1,108.8,,,,,4925.3,8.72168906,3994744,772510000
Our Lady of Hope,K-12 School,1248 Jackson St,Philadelphia,Philadelphia,PA,19148,,,55831,,1963,2014,100,42.7,43.5,,,,,175.3,8.171087747,4104890,771514000
Discovery Charter School,K-12 School,4700 Parkside Ave,Philadelphia,Philadelphia,PA,19131,,,57434,,1930,2014,46,58.9,132.4,,,,,336.3,14.91799283,4115611,882966275
Belmont,K-12 School,4030 BROWN ST,Philadelphia,Philadelphia,PA,19104,39.967237,-75.2049,87000,,1927,2014,21,78.2,124.8,,,,,504.7,62.78965517,4123939,783065600
Bodine,K-12 School,1101 NORTH 4TH ST,Philadelphia,Philadelphia,PA,19123,,,59000,,1935,2014,39,103.9,141.7,,,,,400,10.79661017,4123946,781462800
Brown HA,K-12 School,1900 E SERGEANT ST,Philadelphia,Philadelphia,PA,19125,39.987141,-75.127566,67795,,1959,2014,57,52.4,93.5,,,,,289.5,14.80640165,4123955,786491000
Bridesburg,K-12 School,2824 JENKS ST,Philadelphia,Philadelphia,PA,19137,40.000301,-75.0665,71275,,1957,2014,5,83.5,170.2,,,,,543.4,8.582251841,4123961,786457800
Audenried,K-12 School,3301 TASKER ST,Philadelphia,Philadelphia,PA,19121,39.934415,-75.198962,211515,,2008,2014,15,86.7,198.7,,,,,1854.1,2.437652176,4124432,782845201
Amy at Martin,K-12 School,3380 RICHMOND ST,Philadelphia,Philadelphia,PA,19134,,,62251,,1899,2014,31,72.3,97.9,,,,,292,4.748518096,4124433,786456000
Allen Ethan,K-12 School,3001 ROBBINS AVE,Philadelphia,Philadelphia,PA,19149,40.028989,-75.062016,66482,,1929,2014,29,94.3,132.8,,,,,419.7,9.534911705,4126295,786461400
Mariana Braceti Academy Charter School,K-12 School,3900 Jasper St,Philadelphia,Philadelphia,PA,19124,40.0049,-75.094553,141785,,1928,2014,41,58.4,132.5,,,,,829.6,1.761822478,4129577,777210000
Independence Charter School,K-12 School,1600 Lombard Street,Philadelphia,Philadelphia,PA,19146,,,56000,,1909,2014,87,41.2,127.7,,,,,274.1,0.016071429,4142231,782671300
Mercy Vocational High School,K-12 School,2900 W Hunting Park Ave,Philadelphia,Philadelphia,PA,19129,40.00669,-75.175441,61320,,1910,2014,60,129.6,173.1,,,,,554.4,5.518590998,4193921,775069000
Saint Josephs Prep,K-12 School,1733 West Girard Ave,Philadelphia,Philadelphia,PA,19130,,,395507,,1851,2014,75,65.6,132.6,,,,,2352.3,7.983676648,4478915,772510500
DeMedici Corporation II,K-12 School,1600 Vine Street,Philadelphia,Philadelphia,PA,19102,,,150000,,1999,2014,14,62.9,197.6,,,,,1263.8,38.65333333,4479713,883065200
Jefferson Alumni Hall,Laboratory,1020 Locust Street,Philadelphia,Philadelphia,PA,19107,,,455711,,1968,2014,,331.6,743.6,,,,,15502.5,63.41782402,3643201,771016500
Bluemle Life Science Building,Laboratory,951 Locust Street,Philadelphia,Philadelphia,PA,19107,,,287286,,1991,2014,,336.8,765.6,,,,,10030.9,43.55207006,3643298,771015010
Monell Chemical Senses Center,Laboratory,3500 Market Street,Philadelphia,Philadelphia,PA,19104,,,60000,,1970,2014,,316.7,657.6,,,,,1839.7,66.18166667,3667296,773702000
The Wistar Institute,Laboratory,3601 Spruce Street,Philadelphia,Philadelphia,PA,19104,39.950861,-75.195902,255427,,1894,2014,,300.9,686.2,,,,,7987.3,58.2095863,3687631,773542000
TRL 31st Street,Laboratory,125 S. 31st Street,Philadelphia,Philadelphia,PA,19104,,,125000,,2004,2014,,599.2,1294.5,,,,,7469.5,56.3752,3849558,773717100
Central Library,Library,1901 Vine St,Philadelphia,Philadelphia,PA,19103,,,200680,,1922,2014,,143.4,369.9,,,,,3286.5,28.61869643,3237291,782598210
NE Reg Library/ Health Center #10,Library,2230 Cottman Ave,Philadelphia,Philadelphia,PA,19149,40.048625,-75.06156,58009,,1962,2014,,162.5,319.1,,,,,833.5,23.0188419,3237331,786082700
Scott Memorial Library,Library,1020 Walnut Street,Philadelphia,Philadelphia,PA,19107,,,111970,,1976,2014,,168.2,459,,,,,2251.5,37.38590694,3642562,771019000
La Salle #3 (Connelly Library),Library,2101 W Clarkson St,Philadelphia,Philadelphia,PA,19144,40.038212,-75.156109,104498,,1988,2014,,68.6,161.6,,,,,742.2,3.546479358,3893238,776506000
"fmi direct mail advertising, inc",Mailing Center/Post Office,2100 Kubach Road,Philadelphia,Philadelphia,PA,19116,40.115409,-74.998735,60000,,2000,2014,,57.4,117.4,,,,,315.4,3.876666667,3975948,884233850
287-West Philadelphia,Manufacturing/Industrial Plant,4700 West Jefferson Street,Philadelphia,Philadelphia,PA,19131,,,57471,,2009,2014,,448,649.5,,,,,1765.2,299.5075777,3501878,884897402
#61 Philadelphia,Manufacturing/Industrial Plant,10080 Sandmeyer Lane,Philadelphia,Philadelphia,PA,19116,40.111493,-75.033083,57471,,1984,2014,,458.1,611.9,,,,,1689,,3507914,884237607
SPD Electrical,Manufacturing/Industrial Plant,13500 Roosevelt Blvd.,Philadelphia,Philadelphia,PA,19116,40.111307,-74.992545,165000,,1984,2014,,112.3,312.6,,,,,2225.2,7.540606061,3643255,884243200
"Altomare Precast, Inc.",Manufacturing/Industrial Plant,4300 Wissahickon Avenue,Philadelphia,Philadelphia,PA,19129,40.013749,-75.169408,146508,,1910,2014,,9.2,28.9,,,,,180.6,4.328773855,3657531,884131500
Orthodox Facility,Manufacturing/Industrial Plant,1100 Orthodox Street,Philadelphia,Philadelphia,PA,19124,40.018632,-75.092695,114000,,1960,2014,,469.8,949,,,,,4852,3.663157895,3667832,884091500
Dungan Facility,Manufacturing/Industrial Plant,7722 Dungan Road,Philadelphia,Philadelphia,PA,19111,40.063962,-75.072151,185000,,1960,2014,,110.2,236.8,,,,,1948.5,12.42972973,3667834,884221500
David Michael and Co Inc,Manufacturing/Industrial Plant,10801 Decatur Rd.,Philadelphia,Philadelphia,PA,19154,40.089999,-74.994955,106420,,1970,2014,,343.9,565.9,,,,,2786.1,50.63991731,3668376,884279500
Active Radiator,Manufacturing/Industrial Plant,2251-71 E Tioga Street,Philadelphia,Philadelphia,PA,19134,,,62000,,1947,2014,,127.9,214.9,,,,,644,8.133870968,3680639,884839110
Active Radiator Building 2,Manufacturing/Industrial Plant,2254 East Venango Street,Philadelphia,Philadelphia,PA,19134,39.994592,-75.098058,77000,,1921,2014,,124.1,157.8,,,,,574.2,4.54025974,3680647,884201700
Pepsi Bottling Group,Manufacturing/Industrial Plant,11701 Roosevelt Blvd,Philadelphia,Philadelphia,PA,19154,,,228920,,1969,2014,,,1574.4,,,,,17362.2,315.5923467,3681375,884269000
401-425 E Hunting Park Ave,Manufacturing/Industrial Plant,401-425 E Hunting Park Ave,Philadelphia,Philadelphia,PA,19124,,,112000,,1978,2014,,92.7,190.5,,,,,954.8,12.77857143,3697969,884184000
"Charles Jacquin et Cie., Inc.",Manufacturing/Industrial Plant,2633 Trenton Ave.,Philadelphia,Philadelphia,PA,19125,39.984212,-75.121341,200000,,1970,2014,,20.4,64.1,,,,,546.1,9.747,3751437,884104340
Select Holdings LLC,Manufacturing/Industrial Plant,1800 W. Indiana Ave.,Philadelphia,Philadelphia,PA,19132,39.999453,-75.160684,69049,,1970,2014,,13.6,29.8,,,,,91.4,0.612608437,3767050,884066000
"National Chemical Laboratories, Inc.",Manufacturing/Industrial Plant,401 N 10th Street,Philadelphia,Philadelphia,PA,19123,,,365000,,1949,2014,,29.6,50.2,,,,,903.1,14.29123288,3783041,884031400
Waste Management of PA - PTS,Manufacturing/Industrial Plant,3605 Grays Ferry Ave,Philadelphia,Philadelphia,PA,19146,39.940494,-75.201972,80785,,1984,2014,,46.5,121.8,,,,,427.3,6.80448103,3790242,884123105
Ottens Flavors,Manufacturing/Industrial Plant,7800 Holstein Avenue,Philadelphia,Philadelphia,PA,19153,39.897511,-75.232803,90000,,1999,2014,,148.5,319.8,,,,,1279.9,38.25222222,3790243,884167800
Computer Components Corp,Manufacturing/Industrial Plant,2751 Southampton Road,Philadelphia,Philadelphia,PA,19154,40.110523,-74.986839,73515,,1980,2014,,156.5,278.6,,,,,935.7,18.61660886,3790606,884291500
F P Woll & Company,Manufacturing/Industrial Plant,10060 Sandmeyer Lane,Philadelphia,Philadelphia,PA,19116,40.110031,-75.034481,52172,,1978,2014,,24.7,45,,,,,106.9,1.094456797,3795706,884237500
Gershel Brothers,Manufacturing/Industrial Plant,7500 State Road,Philadelphia,Philadelphia,PA,19136,,,102000,,1940,2014,,16.4,31.9,,,,,146.8,9.481372549,3839691,884255450
Gershel Family Real Estate,Manufacturing/Industrial Plant,7400 State Road,Philadelphia,Philadelphia,PA,19136,,,65000,,1960,2014,,9.9,25.2,,,,,71.4,6.738461538,3849554,884255000
5000 PASCHALL AVENUE ASSOCIATES,Manufacturing/Industrial Plant,5000 paschall avenue,Philadelphia,Philadelphia,PA,19143,39.938946,-75.212655,110000,,1940,2014,,41.3,71.9,,,,,362.8,14.32363636,3859685,884100500
"KRG Enterprises, Inc.",Manufacturing/Industrial Plant,9901 Blue Grass Road,Philadelphia,Philadelphia,PA,19114,40.082774,-75.021595,216000,,1965,2014,,45.6,93.7,,,,,905.2,1.655555556,3862942,884274000
Kingsbury - 10385 Drummond Rd,Manufacturing/Industrial Plant,10385 Drummond Road,Philadelphia,Philadelphia,PA,19154,40.083244,-74.995754,120350,,1980,2014,,109.4,265.5,,,,,1399.6,3.62110511,3875956,884285000
Mondelez International,Manufacturing/Industrial Plant,12000 East Roosevelt Boulevard,Philadelphia,Philadelphia,PA,19116,40.105504,-75.000964,620000,,1955,2014,,302.8,515,,,,,14690.9,18.8883871,3881571,884243000
Ardex Laboratories Inc,Manufacturing/Industrial Plant,2050 Byberry Road,Philadelphia,Philadelphia,PA,19116,40.10782,-75.000429,75440,,1968,2014,,31.2,68.3,,,,,228.7,16.1426299,3883890,884235500
Metals USA,Manufacturing/Industrial Plant,11200 Roosevelt Blvd.,Philadelphia,Philadelphia,PA,19116,40.10176,-75.006392,85000,,1966,2014,,38.4,112.8,,,,,411.6,2.007058824,3916373,884242000
Philadelphia Cheesesteak Company,Manufacturing/Industrial Plant,520 E. Hunting Park Avenue,Philadelphia,Philadelphia,PA,19124,40.01278,-75.117713,136000,,1955,2014,1,375.1,1014.2,,,,,3335.8,77.16544118,3929883,884052400
Rotem USA 1,Manufacturing/Industrial Plant,2414 Weccacoe Ave,Philadelphia,Philadelphia,PA,19148,39.916114,-75.14252,290000,,2007,2014,,55.3,105.9,,,,,1387.5,4.726896552,3936840,884138714
S. Walter Packaging,Manufacturing/Industrial Plant,2900 Grant Ave,Philadelphia,Philadelphia,PA,19114,,,135000,,1965,2014,,46,107.8,,,,,640.2,2.659259259,3954376,884224500
Kenneth Bushnell,Manufacturing/Industrial Plant,519 E. Chelten Ave,Philadelphia,Philadelphia,PA,19144,40.042157,-75.168231,60000,,1900,2014,,8.1,25.5,,,,,65.2,2.216666667,3959332,884245510
PaperWorks Industries Inc,Manufacturing/Industrial Plant,5000 Flat Rock Road,Philadelphia,Philadelphia,PA,19127,40.031913,-75.235456,530000,,1800,2014,,,,,,,,,,3974305,884084504
Churchville,Manufacturing/Industrial Plant,1299 Unity Street,Philadelphia,Philadelphia,PA,19124,40.015562,-75.092715,73918,,1919,2014,,27.8,47,,,,,159.9,11.18672042,3979549,884344940
Adams 1300 LP,Manufacturing/Industrial Plant,1300 Adams Ave.,Philadelphia,Philadelphia,PA,19124,,,60000,,1929,2014,,1.3,4.1,,,,,10.6,3.831666667,4075686,884091000
The Kinderman Family LP,Manufacturing/Industrial Plant,2900 South 20th Street,Philadelphia,Philadelphia,PA,19145,39.91418,-75.181739,234365,,1940,2014,,26.4,76.5,,,,,770.9,7.469545367,4096807,884095070
Hadco,Manufacturing/Industrial Plant,2811 Charter Road,Philadelphia,Philadelphia,PA,19154,40.094797,-75.003577,81000,,1968,2014,,50,157.1,,,,,544.1,4.282716049,4177138,884291000
BARTASH PRINTING,Manufacturing/Industrial Plant,5400 GRAYS AVE,Philadelphia,Philadelphia,PA,19143,39.933664,-75.217091,87890,,1930,2014,,224.4,661.5,,,,,2493.8,150.5552395,4480392,884219000
3535 Market,Medical Office,3535 Market Street,Philadelphia,Philadelphia,PA,19104,,,494608,,1973,2014,84,63.8,171.7,,,,,3731.3,11.0139747,1339876,883073000
Hall Mercer at PAH,Medical Office,251 south 8th st,Philadelphia,Philadelphia,PA,19106,,,70902,,1980,2014,48,120.2,274.1,,,,,885.5,40.95088996,3107955,771004000
Tuttleman Building,Medical Office,1844 South. St,Philadelphia,Philadelphia,PA,19146,,,74460,,1989,2014,8,183.4,435,,,,,1462.6,77.56647865,3306120,772036205
3701 Market St.,Medical Office,3701 Market St.,Philadelphia,Philadelphia,PA,19104,,,140913,,2000,2014,1,253,794.5,,,,,4773,37.01503765,3340008,883073300
Medical Office Building,Medical Office,1100-04 Walnut Street,Philadelphia,Philadelphia,PA,19107,,,82972,,1985,2014,14,124.3,357.2,,,,,1276,105.1860869,3641728,771020500
925 Chestnut Street,Medical Office,925 Chestnut Street,Philadelphia,Philadelphia,PA,19107,,,262308,,1931,2014,56,130.9,301.7,,,,,3597.8,23.3675679,3641781,883313700
Farm Journal,Medical Office,230 S. 7th St,Philadelphia,Philadelphia,PA,19107,,,102855,,1910,2014,12,174.3,403.2,,,,,1883.8,39.65388168,3673215,771005500
Walnut Towers,Medical Office,834 Walnut St,Philadelphia,Philadelphia,PA,19106,,,401018,,1987,2014,9,169.4,471.7,,,,,4731.4,40.00867791,3856432,883400500
centralized comprehensive human services,Medical Office,112 north Broad St,Philadelphia,Philadelphia,PA,19102,,,106218,,1896,2014,64,67.2,151.4,,,,,735,21.46717129,3876067,883023400
9501 Pavillion,Medical Office,9501 Roosevelt Blvd,Philadelphia,Philadelphia,PA,19114,40.080784,-75.028389,68776,,1989,2014,100,23.1,57.8,,,,,173.4,28.23804816,3880929,883088901
Torresdale Medical Building,Medical Office,10810 Knights Road,Philadelphia,Philadelphia,PA,19154,40.070984,-74.98141,60122,,1985,2014,23,94.8,297.6,,,,,762.8,,3884927,778017200
Cancer Treatment Centers of America,Medical Office,1331 East Wyoming Ave.,Philadelphia,Philadelphia,PA,19124,40.018297,-75.098455,325000,,1983,2014,,612,943.8,,,,,14346.4,62.11969231,3892172,778037515
Constitution Health Plaza,Medical Office,1930 South Broad Street,Philadelphia,Philadelphia,PA,19145,39.926179,-75.169312,289700,,1920,2014,,309.2,458.2,,,,,5957,59.04383845,3952478,773010000
