Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),Record Number,BBL,Co-reported BBL Status,BBLs Co-reported,BINs,Borough,Number of Buildings
,,1610 RANDALL AVENUE,New York,Bronx,NY,10473,,,332298,,,2013,,,,,,,,,,6673,2035150001,Secondary,2035150001;2035510001;2035910001;2036330001,2092604;2092605;2092608;2092610;2092611;2092638;2092647;2092649;2092651;2092652;2092654;2092656;2092659;2092682;2092683;2092684;2092685;2092686;2092687;2092688;2092689;2092690;2092691;2092692;2092693;2092694;2092695;2092696;2092697;2092727;2092728;2092729;2092730;2092731;2092732;2092733;2092734;2092735;2092736;2092737;2092738;2092739;2092740;2092741;2092742;2092743;2092744;2092745;2092746;2092747;2095238;2095239;2095240;2095241;2095242;2095243;2095244;2095245;2095246;2112985;2112986,Bronx,5
,,1670 SEWARD AVENUE,New York,Bronx,NY,10473,,,537899,,,2013,,,,,,,,,,6677,2035510001,Secondary,2035150001;2035510001;2035910001;2036330001,2092604;2092605;2092608;2092610;2092611;2092638;2092647;2092649;2092651;2092652;2092654;2092656;2092659;2092682;2092683;2092684;2092685;2092686;2092687;2092688;2092689;2092690;2092691;2092692;2092693;2092694;2092695;2092696;2092697;2092727;2092728;2092729;2092730;2092731;2092732;2092733;2092734;2092735;2092736;2092737;2092738;2092739;2092740;2092741;2092742;2092743;2092744;2092745;2092746;2092747;2095238;2095239;2095240;2095241;2095242;2095243;2095244;2095245;2095246;2112985;2112986,Bronx,8
,Multifamily Housing,1850 LAFAYETTE AVENUE,New York,Bronx,NY,10473,,,1021752,363759,,2013,,191.3,266.6,191.3,266.6,3085.8,930.7,4016.5,,6690,2036000004,,2036000004,2092708;2092711,Bronx,11
,Multifamily Housing,1850 LAFAYETTE AVENUE,New York,Bronx,NY,10473,,,1021752,657996,,2013,,70.8,89.4,70.8,89.4,2218.4,387.6,2606,,6689,2036000004,,2036000004,2092718,Bronx,11
,Multifamily Housing,823 COLGATE AVENUE,New York,Bronx,NY,10473,,,1069698,281500,,2013,,88.3,134.7,88.4,134.8,1020,459.7,1479.7,,6694,2036230001,,2036230001,2092719,Bronx,4
,Multifamily Housing,823 COLGATE AVENUE,New York,Bronx,NY,10473,,,1069698,281500,,2013,,89.9,140,89.4,139.1,1017.6,499.4,1517,,6696,2036230001,,2036230001,2092720,Bronx,4
,Multifamily Housing,823 COLGATE AVENUE,New York,Bronx,NY,10473,,,1069698,281500,,2013,,89.8,139.7,89.5,139.5,1017.6,497.6,1515.2,,6697,2036230001,,2036230001,2092721,Bronx,4
,Multifamily Housing,823 COLGATE AVENUE,New York,Bronx,NY,10473,,,1069698,281500,,2013,,88.6,135.5,88.6,135.6,1020,465.2,1485.2,,6695,2036230001,,2036230001,2092722,Bronx,4
,Multifamily Housing,820 BOYNTON AVENUE,New York,Bronx,NY,10473,,,256750,256751,,2013,,,,,,,,,,6703,2036270040,,2036270040,2092723,Bronx,1
,Multifamily Housing,880 BOYNTON AVENUE,New York,Bronx,NY,10473,,,256750,256751,,2013,,,,,,,,,,6705,2036270050,,2036270050,2092724,Bronx,1
,Multifamily Housing,880 BOYNTON AVENUE,New York,Bronx,NY,10473,,,256750,1081000,,2013,,194.1,243.2,193.7,242.8,14011.8,1945,15956.8,,6704,2036270050,Primary,2036270020;2036270030;2036270040;2036270050,2092723;2092724;2092725;2092726,Bronx,1
,,820 BOYNTON AVENUE,New York,Bronx,NY,10473,,,256750,,,2013,,,,,,,,,,6702,2036270040,Secondary,2036270020;2036270030;2036270040;2036270050,2092723;2092724;2092725;2092726,Bronx,1
,,875 MORRISON AVENUE,New York,Bronx,NY,10473,,,256750,,,2013,,,,,,,,,,6698,2036270020,Secondary,2036270020;2036270030;2036270040;2036270050,2092723;2092724;2092725;2092726,Bronx,1
,,825 MORRISON AVENUE,New York,Bronx,NY,10473,,,256750,,,2013,,,,,,,,,,6700,2036270030,Secondary,2036270020;2036270030;2036270040;2036270050,2092723;2092724;2092725;2092726,Bronx,1
,Multifamily Housing,825 MORRISON AVENUE,New York,Bronx,NY,10473,,,256750,256751,,2013,,,,,,,,,,6701,2036270030,,2036270030,2092725,Bronx,1
,Multifamily Housing,875 MORRISON AVENUE,New York,Bronx,NY,10473,,,256750,256751,,2013,,,,,,,,,,6699,2036270020,,2036270020,2092726,Bronx,1
,Multifamily Housing,1770 SOUNDVIEW AVENUE,New York,Bronx,NY,10472,,,799710,1170600,,2013,,,,,,,2397.7,,,6708,2036370001,Primary,2036370001;2036630001,2092748;2092749;2092750;2092751;2092752;2092753;2092754;2092755;2092756;2092757;2092760;2092761;2092762,Bronx,10
,,1775 STORY AVENUE,New York,Bronx,NY,10473,,,329340,,,2013,,,,,,,,,,6718,2036630001,Secondary,2036370001;2036630001,2092748;2092749;2092750;2092751;2092752;2092753;2092754;2092755;2092756;2092757;2092760;2092761;2092762,Bronx,3
,Multifamily Housing,880 THIERIOT AVENUE,New York,Bronx,NY,10473,,,352866,176434,,2013,,136.3,191.1,136,190.9,1450.8,359.2,1810,,6710,2036420001,,2036420001,2092758,Bronx,2
,Multifamily Housing,880 THIERIOT AVENUE,New York,Bronx,NY,10473,,,352866,176434,,2013,,138.1,195.8,,,1455.2,378.1,1833.3,,6709,2036420001,,2036420001,2092759,Bronx,2
,Multifamily Housing,1760 BRUCKNER BOULEVARD,New York,Bronx,NY,10473,,,361452,361365,,2013,,28.3,82,28.3,82.1,63.4,735.1,798.5,110.02,6719,2036630002,,2036630002,2092763,Bronx,4
,Multifamily Housing,1760 BRUCKNER BOULEVARD,New York,Bronx,NY,10473,,,361452,90363,,2013,,25.2,74.1,25.3,74.2,11.9,167.4,179.3,0,6720,2036630002,,2036630002,2092763;2092764;2092765;2092766,Bronx,4
,Multifamily Housing,1760 BRUCKNER BOULEVARD,New York,Bronx,NY,10473,,,361452,90363,,2013,,30.8,88.3,30.8,88.4,19.2,197,216.2,0,6721,2036630002,,2036630002,2092763;2092764;2092765;2092766,Bronx,4
,Multifamily Housing,1760 BRUCKNER BOULEVARD,New York,Bronx,NY,10473,,,361452,90363,,2013,,29.1,83.7,29.1,83.7,17.7,186.8,204.5,0,6722,2036630002,,2036630002,2092763;2092764;2092765;2092766,Bronx,4
,Multifamily Housing,1760 BRUCKNER BOULEVARD,New York,Bronx,NY,10473,,,361452,90363,,2013,,28.6,82.9,28.6,83,15.4,186.2,201.6,0,6723,2036630002,,2036630002,2092763;2092764;2092765;2092766,Bronx,4
,Multifamily Housing,920 THIERIOT AVENUE,New York,Bronx,NY,10473,,,490000,529200,,2013,,76.7,92.8,76.7,92.8,2766.6,310.7,3077.3,87.83,6725,2036680001,,2036680001,2092767;2092768,Bronx,2
,Multifamily Housing,2001 STORY AVENUE,New York,Bronx,NY,10473,,,421833,398420,,2013,,96.4,134.6,94.7,132.6,2368.5,566.9,2935.4,,6729,2036810001,,2036810001,2092769;2092770,Bronx,2
,Multifamily Housing,2010 BRUCKNER BOULEVARD,New York,Bronx,NY,10473,,,359556,275280,,2013,,134.2,179.3,132.8,177.3,2358.5,459.6,2818.1,40.77,6730,2036820001,,2036820001,2092771;2092772;2092773,Bronx,2
,Multifamily Housing,1715 BRUCKNER BOULEVARD,New York,Bronx,NY,10472,,,526690,1503770,,2013,,,,,,,3240.9,,,6748,2037230001,Primary,2037230001;2037250001;2037300001,2092784;2092785;2092786;2092787;2092788;2092789;2092790;2092791;2092792;2092793;2092794;2092795;2092796;2092797;2092798;2092799;2092800;2092801;2092802;2092803;2092804;2092805;2092806;2092807;2092808;2092809;2092810;2092811;2102921;2112987;2826378,Bronx,11
,,1755 BRUCKNER BOULEVARD,New York,Bronx,NY,10472,,,502023,,,2013,,,,,,,,,,6749,2037250001,Secondary,2037230001;2037250001;2037300001,2092784;2092785;2092786;2092787;2092788;2092789;2092790;2092791;2092792;2092793;2092794;2092795;2092796;2092797;2092798;2092799;2092800;2092801;2092802;2092803;2092804;2092805;2092806;2092807;2092808;2092809;2092810;2092811;2102921;2112987;2826378,Bronx,12
,,1810 WATSON AVENUE,New York,Bronx,NY,10472,,,335129,,,2013,,,,,,,,,,6750,2037300001,Secondary,2037230001;2037250001;2037300001,2092784;2092785;2092786;2092787;2092788;2092789;2092790;2092791;2092792;2092793;2092794;2092795;2092796;2092797;2092798;2092799;2092800;2092801;2092802;2092803;2092804;2092805;2092806;2092807;2092808;2092809;2092810;2092811;2102921;2112987;2826378,Bronx,7
,Multifamily Housing,2200 POWELL AVENUE,New York,Bronx,NY,10462,,,115904,125000,,2013,,77,90.4,,,669.1,60.4,729.5,,6789,2038190001,,2038190001,2092875,Bronx,1
,Multifamily Housing,1601 EAST 174 STREET,New York,Bronx,NY,10472,,,1365364,1244450,,2013,,,,,,,2428.6,,99.99,6804,2038860002,,2038860002,2092902;2092903;2092904;2092905;2092906;2092907;2092908;2092909;2092911;2098986,Bronx,10
,Multifamily Housing,1601 EAST 174 STREET,New York,Bronx,NY,10472,,,1365364,1371120,,2013,,82.1,86.2,81.7,85.7,5973.2,0,5973.2,,6805,2038860002,Primary,2038660031;2038680033;2038860002,2027475;2027550;2092902;2092903;2092904;2092905;2092906;2092907;2092908;2092909;2092911;2098986,Bronx,10
,,1500 EAST 174 STREET,New York,Bronx,NY,10472,,,84989,,,2013,,,,,,,,,,6798,2038660031,Secondary,2038660031;2038680033;2038860002,2027475;2027550;2092902;2092903;2092904;2092905;2092906;2092907;2092908;2092909;2092911;2098986,Bronx,1
,,,New York,Bronx,NY,,,,,,,2013,,,,,,,,,,15578,2038680033,Secondary,2038660031;2038680033;2038860002,2027475;2027550;2092902;2092903;2092904;2092905;2092906;2092907;2092908;2092909;2092911;2098986,Bronx,
,Multifamily Housing,2501 TRATMAN AVENUE,New York,Bronx,NY,10461,,,118967,118000,,2013,,,,,,1128.5,,,242.49,6864,2039820001,,2039820001,2092992,Bronx,2
,Distribution Center,367 SOUTHERN BOULEVARD,New York,Bronx,NY,10454,,,227590,212100,,2013,86,8.8,24,8.8,24,20.1,121.4,141.5,0.55,5654,2025750050,,2025750050,2092996,Bronx,1
,Multifamily Housing,,New York,Bronx,NY,,,,,90000,,2013,,70.8,103.1,70.7,102.9,374,108.3,482.3,,15583,2042890020,,2042890020,2093287,Bronx,
,Multifamily Housing,2280 OLINVILLE AVENUE,New York,Bronx,NY,10467,,,255000,234480,,2013,,60.8,102.5,59.5,101.3,732.2,368.7,1100.9,142.4,6984,2043420010,,2043420010,2093350;2093351,Bronx,2
,Multifamily Housing,2215 CRUGER AVENUE,New York,Bronx,NY,10467,,,140662,140662,,2013,,82.2,94,,,811.6,58.6,870.2,,6985,2043430001,,2043430001,2093353,Bronx,1
,Multifamily Housing,2440 BOSTON ROAD,New York,Bronx,NY,10467,,,197228,183900,,2013,,49.3,106.8,49.3,106.9,224.4,393.8,618.2,,7008,2044310001,,2044310001,2093400;2093401,Bronx,2
,Multifamily Housing,2700 BRONX PARK EAST,New York,Bronx,NY,10467,,,282920,282920,,2013,,85.5,96.1,,,1238.7,69.6,1308.3,,7015,2045060001,,2045060001,2093450;2093451;2093455;2093456,Bronx,2
,Multifamily Housing,2800 BRONX PARK EAST,New York,Bronx,NY,10467,,,277000,277000,,2013,,96.5,102.2,,,1962.9,50.1,2013,,7016,2045060040,,2045060040,2093458;2093459;2093460;2093461;2093462;2093463,Bronx,2
,Multifamily Housing,2922 BARNES AVENUE,New York,Bronx,NY,10467,,,127566,127566,,2013,,20.8,55.7,20.6,55.3,31,168.2,199.2,48.21,7028,2045500012,,2045500012,2093476;2093477;2800619,Bronx,2
,Multifamily Housing,,New York,Bronx,NY,,,,,835395,,2013,,161.1,229.6,,,5860.5,1966.2,7826.7,,15588,2045810001,,2045810001,2093490;2093491;2093492;2093493;2093494;2093496;2093497;2093498;2093499;2093500;2093502;2093503,Bronx,
,Multifamily Housing,701 MAGENTA STREET,New York,Bronx,NY,10467,,,659606,686350,,2013,,120.7,176.5,120.1,176,3526.6,1331.8,4858.4,,7041,2046290050,,2046290050,2093513;2093514;2093515;2093516;2093517;2093518,Bronx,6
,Multifamily Housing,800 TILDEN STREET,New York,Bronx,NY,10467,,,289000,288990,,2013,,116.4,132.7,116.3,132.6,2345.9,165.7,2511.6,,7055,2046700050,,2046700050,2093567;2093568,Bronx,2
,Multifamily Housing,801 TILDEN STREET,New York,Bronx,NY,10467,,,318060,318060,,2013,,105.4,141.5,104.8,140.7,2108.7,424.6,2533.3,50.37,7056,2046710051,,2046710051,2093569,Bronx,2
,Multifamily Housing,3485 CORSA AVENUE,New York,Bronx,NY,10469,,,250000,240919,,2013,,102.4,142.1,102.3,142,1097.2,324.6,1421.8,,7061,2047210017,,2047210017,2093617;2093618;2093619;2093620;2093621;2093622;2117014;2117015;2117016;2117017;2117018;2117019;2117020;2117021;2117022;2117023;2117024;2117025;2117026;2117027;2117028;2117029;2117030;2117031,Bronx,24
,Multifamily Housing,745 EAST 231 STREET,New York,Bronx,NY,10466,,,249258,249248,,2013,,81,118.4,80.9,118.2,1175.4,346.8,1522.2,27.71,7082,2048450011,,2048450011,2093696;2093697;2807674,Bronx,1
,Multifamily Housing,1155 EAST 225 STREET,New York,Bronx,NY,10466,,,2058775,2003603,,2013,,,,,,,4463.5,,,7086,2049050001,,2049050001,2093739;2094137;2094138;2094139;2094140;2094141;2094142;2094143;2094144;2094145;2094146;2094147;2094148;2094149;2094150;2094151;2094152;2094153;2094154;2094155;2094156;2094157;2094158;2094159;2094160;2094161;2094162;2094163;2094164;2094165;2094166;2094168;2094169;2094171;2094172;2094173;2094174;2094176;2094177;2094178;2097991;2112989,Bronx,42
,Multifamily Housing,1201 EAST 229 STREET,New York,Bronx,NY,10466,,,336000,449700,,2013,,103.1,166.6,102.6,165.8,1794,1021.4,2815.4,,7087,2049050360,,2049050360,2093740;2093741;2093742;2093743;2093744;2093745;2093746;2093747;2093748;2093749;2093750;2093751,Bronx,11
,Multifamily Housing,2324 HUNTER AVENUE,New York,Bronx,NY,10475,,,5541031,5818083,,2013,,20.4,22.2,20.4,22.2,6200.1,195.8,6395.9,,7101,2051350051,,2051350051,2093851;2093851;2093852;2093853;2093857;2093858;2093859;2093860;2093861;2093862;2093863;2093864;2095388;2095389;2095390;2095391;2095392;2095393;2095394;2095395;2095396;2095397;2095398;2096753;2096754;2096755;2096806;2096808;2096810;2096811;2096814,Bronx,11
,Multifamily Housing,3475 BIVONA STREET,New York,Bronx,NY,10475,,,264960,569000,,2013,,132.4,192.7,131.6,191.9,3223.8,1189.1,4412.9,,7116,2052630040,Primary,2052630040;2052630070,2093875;2093876;2093877;2093879;2112981,Bronx,2
,,3550 BIVONA STREET,New York,Bronx,NY,10475,,,235485,,,2013,,,,,,,,,,7118,2052630070,Secondary,2052630040;2052630070,2093875;2093876;2093877;2093879;2112981,Bronx,3
,Multifamily Housing,3015 RIVERDALE AVENUE,New York,Bronx,NY,10463,,,125148,125148,,2013,,73.2,101.6,72.6,101.1,558.5,132.1,690.6,,7175,2057380353,,2057380353,2093894;2093895,Bronx,2
,Multifamily Housing,345 EAST 153 STREET,New York,Bronx,NY,10451,,,983548,983100,,2013,,160.5,225,160,224.5,6963.6,2162.4,9126,,5412,2024130001,,2024130001,2093918;2093919;2093920;2093921;2093922;2093923;2093924;2093925,Bronx,9
,Multifamily Housing,773 CONCOURSE VILLAGE E,New York,Bronx,NY,10451,,,876500,287500,,2013,,184.9,236.1,183.9,235.1,2522.2,469.6,2991.8,,5445,2024430170,,2024430170,2093926,Bronx,4
,Multifamily Housing,773 CONCOURSE VILLAGE E,New York,Bronx,NY,10451,,,876500,287500,,2013,,208.3,278.8,207.6,278,2745,672.3,3417.3,,5446,2024430170,,2024430170,2093927,Bronx,4
,Multifamily Housing,975 SIMPSON STREET,New York,Bronx,NY,10459,,,320721,342776,,2013,,75.3,110.3,77.2,112.1,1097.8,416.8,1514.6,,5756,2027240005,,2027240005,2093935;2093936;2093937;2113504,Bronx,4
,Multifamily Housing,1065 DR M L KING JR BLVD,New York,Bronx,NY,10452,,,639330,635770,,2013,,,,,,,1347.5,,,5615,2025270032,,2025270032,2093964;2095216;2095217;2095218;2095219;2095220,Bronx,6
,Multifamily Housing,112 LINCOLN AVENUE,New York,Bronx,NY,10454,,,89275,107130,,2013,,39.1,82.3,38.5,81.3,110.1,171.9,282,,5347,2023090001,,2023090001,2093995,Bronx,1
,Multifamily Housing,441 EAST 155 STREET,New York,Bronx,NY,10455,,,98756,98756,,2013,,72.2,105.6,72.3,105.6,304.1,114.3,418.4,,5389,2023770020,,2023770020,2094189,Bronx,1
,Hospital (General Medical & Surgical),4422 3 AVENUE,New York,Bronx,NY,10457,,,421234,342366,,2013,3,556.5,810.3,,,11325.7,3245.1,14570.8,191.54,6123,2030640001,,2030640001,2094217;2094218;2094219;2094220;2118237;2815606;2822948,Bronx,8
,Senior Care Community,4422 3 AVENUE,New York,Bronx,NY,10457,,,421234,110465,,2013,1,515.8,673.2,,,3698.7,642.3,4341,,6124,2030640001,,2030640001,2094217;2094218;2094219;2094220;2118237;2815606;2822948,Bronx,8
,Office,4422 3 AVENUE,New York,Bronx,NY,10457,,,421234,55000,,2013,3,464,664.1,,,1542.3,410.8,1953.1,,6125,2030640001,,2030640001,2094217;2094218;2094219;2094220;2118237;2815606;2822948,Bronx,8
,Office,4422 3 AVENUE,New York,Bronx,NY,10457,,,421234,31900,,2013,1,364.9,566.3,,,654,240.9,894.9,174.37,6126,2030640001,,2030640001,2094217;2094218;2094219;2094220;2118237;2815606;2822948,Bronx,8
,Distribution Center,1025 EAST 149 STREET,New York,Bronx,NY,10455,,,185000,380000,,2013,,23.6,66.9,23.6,66.9,69.4,623.1,692.5,,5680,2026040270,,2026040270,2094275,Bronx,1
,Multifamily Housing,810 EAST 152 STREET,New York,Bronx,NY,10455,,,129384,129384,,2013,,101,151.4,100.4,150.4,544.5,228.6,773.1,,5715,2026640061,,2026640061,2094310,Bronx,1
,Office,1780 GRAND CONCOURSE,New York,Bronx,NY,10457,,,243047,179967,,2013,99,41.7,93.1,,,177.7,345.5,523.2,,5793,2027950014,,2027950014,2094521,Bronx,1
,Senior Care Community,1650 SELWYN AVENUE,New York,Bronx,NY,10457,,,243426,255597,,2013,,,,,,,,,41.64,5842,2028240005,,2028240005,2094530,Bronx,3
,Non-Refrigerated Warehouse,,New York,Bronx,NY,,,,,22575,,2013,58,63.7,82.3,63.1,81.7,67.5,13.5,81,,15486,2028560001,,2028560001,2094541;2094542;2810824,Bronx,
,Distribution Center,2490 WEBSTER AVENUE,New York,Bronx,NY,10458,,,58931,41760,,2013,,113.1,286.5,112,284.7,72.6,272.8,345.4,,6105,2030330004,,2030330004,2094608,Bronx,1
,Multifamily Housing,,New York,Bronx,NY,,,,,103414,,2013,,102.4,143.3,102.4,143.3,651.5,157.4,808.9,,15553,2032250048,,2032250048,2094690;2094691;2095197,Bronx,
,Senior Care Community,3400 CANNON PLACE,New York,Bronx,NY,10463,,,133660,133600,,2013,11,122.2,259.3,,,422.5,681.3,1103.8,57.76,6390,2032580162,,2032580162,2094698;2094699,Bronx,2
,Hospital (General Medical & Surgical),111 EAST 210 STREET,New York,Bronx,NY,10467,,,895256,78620,,2013,62,449.7,488.1,449.7,488.2,1891.4,52.4,1943.8,,6571,2033270001,,2033270001,2094749,Bronx,11
,Medical Office,,New York,Bronx,NY,,,,,53490,,2013,37,112.7,279.6,112.3,279.4,100.8,335.8,436.6,,15564,2033380035,,2033380035,2094762;2094763,Bronx,
,Office,170 EAST GUN HILL ROAD,New York,Bronx,NY,10467,,,434650,30000,,2013,76,133.9,145.4,133.9,145.4,214.9,5.9,220.8,,6618,2033430283,,2033430283,2094764,Bronx,4
,Office,170 EAST GUN HILL ROAD,New York,Bronx,NY,10467,,,434650,444660,,2013,51,234.9,255,234.9,255,5588.1,154.7,5742.8,,6619,2033430283,,2033430283,2094766,Bronx,4
,Hospital (General Medical & Surgical),170 EAST GUN HILL ROAD,New York,Bronx,NY,10467,,,434650,379500,,2013,14,512.4,556.2,512.4,556.3,10402.6,287.9,10690.5,,6617,2033430283,,2033430283,2094767,Bronx,4
,Other,,New York,Bronx,NY,,,,,78763,,2013,,27.2,72.6,27.2,72.6,25.7,135.1,160.8,101.44,15570,2036530050,,2036530050,2094831,Bronx,
,Retail Store,1998 BRUCKNER BOULEVARD,New York,Bronx,NY,10473,,,372080,230671,,2013,48,108.2,284.7,107.7,284.4,322.2,1536.3,1858.5,11.01,6728,2036730001,,2036730001,2094834;2094835;2094836;2094837;2094838;2094839;2722921;2822769;2824662;2824663;2824664;2824665;2824666;2826375,Bronx,4
,Senior Care Community,,New York,Bronx,NY,,,,,50396,,2013,41,184.6,305,184.1,304.6,351.5,218.1,569.6,,15585,2044490001,,2044490001,2095042,Bronx,
,Retail Store,,New York,Bronx,NY,,,,,138835,,2013,67,85,197.9,84.7,197.6,243.7,586.9,830.6,,15586,2044940001,,2044940001,2095043;2095044;2118930;2807961,Bronx,
,Office,121 EINSTEIN LOOP EAST,New York,Bronx,NY,10475,,,435020,456771,,2013,41,259.4,283.2,259.4,283.2,6200.1,195.8,6395.9,15.93,7102,2051350210,,2051350210,2095160,Bronx,2
,Multifamily Housing,3965 SEDGWICK AVENUE,New York,Bronx,NY,10463,,,425070,155870,,2013,,120.6,171.9,119.1,169.8,838.9,275.6,1114.5,,6352,2032520052,,2032520052,2092446;2095200,Bronx,3
,Multifamily Housing,945 EAST 174 STREET,New York,Bronx,NY,10460,,,70666,74553,,2013,,98.4,145.7,97.8,145,309,123,432,91.59,6079,2029910030,,2029910030,2095314,Bronx,1
,Multifamily Housing,535 EAST 182 STREET,New York,Bronx,NY,10457,,,69498,76448,,2013,,70.8,111.4,70.8,111.5,215.1,110.5,325.6,,6115,2030510001,,2030510001,2095365,Bronx,1
,Office,111 EAST 210 STREET,New York,Bronx,NY,10467,,,895256,22905,,2013,87,105.2,114.2,105.3,114.3,129,3.6,132.6,,6572,2033270001,,2033270001,2096396,Bronx,11
,Hospital (General Medical & Surgical),111 EAST 210 STREET,New York,Bronx,NY,10467,,,895256,625000,,2013,13,506.6,549.8,506.6,549.9,16936.4,468.8,17405.2,,6569,2033270001,,2033270001,2096399,Bronx,11
,Hospital (General Medical & Surgical),111 EAST 210 STREET,New York,Bronx,NY,10467,,,895256,207000,,2013,27,485.2,526.7,485.3,526.8,5373.2,148.7,5521.9,,6570,2033270001,,2033270001,2096400,Bronx,11
,Multifamily Housing,526A EAST 159 STREET,New York,Bronx,NY,10451,,,254780,264971,,2013,,116.5,164.7,116.5,164.7,1354.2,436.4,1790.6,,5371,2023607501,,2023607501,2096511;2096512;2096513;2096514;2096516;2096519;2096520;2096521;2096522;2096523;2096524;2096525;2096526;2096528,Bronx,75
,Multifamily Housing,9 METROPOLITAN OVAL,New York,Bronx,NY,10462,,,3911254,3312,,2013,,44.8,140.5,44.8,140.5,0,12.1,12.1,,6856,2039447501,,2039447501,2096599;2096667;2096670;2096673;2096675;2096677;2096679;2096681;2096683;2096684;2096687;2096689;2096691;2096692;2096694;2096697;2096699;2096700;2096701;2096702;2096703;2096704;2096705;2096706;2096707;2096710;2096712;2096715;2096717;2096752;2096756;2096757;2096758;2096759;2096760;2096763;2096764;2096765;2096766;2096767;2096768;2096769;2096770;2096771;2096772;2096773;2096774;2096775;2096776;2096777;2096778;2096779;2096780,Bronx,16
,Multifamily Housing,1409 METROPOLITAN OVAL,New York,Bronx,NY,10462,,,,2457184,,2013,,118,152.3,,,13767.9,2729.2,16497.1,,6830,2039377501,,2039377501,2029113;2096603;2096605;2096606;2096607;2096608;2096609;2096610;2096611;2096612;2096613;2096614;2096615;2096616;2096617;2096618;2096619;2096620;2096621;2096622;2096623;2096624;2096625;2096626;2096627;2096629;2096637;2096638;2096639;2096640;2097005;2812000,Bronx,37
,Retail Store,1409 METROPOLITAN OVAL,New York,Bronx,NY,10462,,,,73000,,2013,88,33.2,104.2,33.3,104.4,0,542.3,542.3,,12082,2039371011,,2039371011,2096624,Bronx,37
,Multifamily Housing,25 METROPOLITAN OVAL,New York,Bronx,NY,10462,,,,2920848,,2013,,117.5,149.6,,,16454.7,2994.1,19448.8,,6831,2039387501,,2039387501,2096641;2096642;2096643;2096644;2096645;2096646;2096647;2096648;2096649;2096650;2096651;2096652;2096653;2096654;2096655;2096656;2096657;2096658;2096659;2096661;2096662;2096663;2096664;2096665;2096666;2096668;2096669;2096671;2096672;2096674;2096676;2096678;2096680;2096682;2096685;2096686;2096688;2096690;2096781,Bronx,37
