Property Name,Property Type,Address,City,County,State,ZIP Code,Latitude,Longitude,Floor Area (ft^2),Reported Floor Area (ft^2),Year Built,Benchmarking Year,ENERGY STAR Score,Site EUI (kBtu/ft^2),Source EUI (kBtu/ft^2),Weather Normalized Site EUI (kBtu/ft^2),Weather Normalized Source EUI (kBtu/ft^2),Direct GHG Emissions (MtCO2e),Indirect GHG Emissions (MtCO2e),Total GHG Emissions (MtCO2e),Water Use Intensity (gal/ft^2),ENERGY STAR Certification Years,Tax Parcel
Catherine Clark: Catherine Clark,Multifamily Housing,915 Dorchester Avenue,Boston,Suffolk,MA,2125,,,74185,,1977,2014,38,90,,,,,,445,50.03,,1301910000
Central Kitchen ELC,K-12 School,370 Columbia Road,Boston,Suffolk,MA,2125,,,17250,,1970,2014,,,,,,,,0,,,
CLAP,K-12 School,35 Harvest St.,Boston,Suffolk,MA,2125,,,29448,,1896,2014,99,46.2,,,,,,83.4,0.79,,
Columbia Road Apartments,Multifamily Housing,414 Columbia Road,Boston,Suffolk,MA,2125,,,139105,,1920,2014,13,90.5,,,,,,823.7,51.57,,1502435000
Columbia West: 392 Columbia Rd,Multifamily Housing,392 Columbia Rd,Boston,Suffolk,MA,2125,,,41632,,2005,2014,58,75.6,,,,,,213.2,45.33,,1502411010
DEVER/MCCORMACK,K-12 School,325 Mt. Vernon St.,Boston,Suffolk,MA,2125,,,113400,,1957,2014,53,92.7,,,,,,636.2,1.49,,
"Diamond 98, LLC",Manufacturing/Industrial Plant,99 East Cottage Street,Boston,Suffolk,MA,2125,,,56250,,1945,2014,,55.4,,,,,,199.2,3.24,,3646000
District 3 Yard,"Repair Services (Vehicle, Shoe, Locksmith, etc)",170 Hancock St,Boston,Suffolk,MA,2125,,,6806,,2000,2014,,316.8,,,,,,127.5,5.1,,
Doubletree Club Hotel Boston Bayside,Hotel,240 Mt. Vernon Street,Boston,Suffolk,MA,2125,,,91000,,1999,2014,72,78.1,,,,,,612,61.89,,3448000
Dudley St,Non-Refrigerated Warehouse,55 Humphreys St,Boston,Suffolk,MA,2125,,,105000,,1950,2014,100,,,,,,,7.8,0.75,,703676000
Dudley Terrace,Multifamily Housing,590 Dudley Street,Boston,Suffolk,MA,2125,,,39528,,,2014,97,82.1,,,,,,186.3,15.51,,703926000
Engine 21,Fire Station,641 Columbia Rd,Boston,Suffolk,MA,2125,,,12000,,2000,2014,,70.7,,,,,,51,2.24,,
EVERETT,K-12 School,71 Pleasant St.,Boston,Suffolk,MA,2125,,,31410,,1909,2014,93,62.5,,,,,,119.4,1.3,,
Harbor Point Apartments,Multifamily Housing,400 Mt Vernon,Boston,Suffolk,MA,2125,,,2180289,,1989,2014,100,11.8,,,,,,2138.4,,,1303445000
NSTAR Mass Ave Building A,Office,1165 Massachusetts Ave,Boston,Suffolk,MA,2125,,,115803,,1981,2014,98,114.7,,,,,,705.5,,,703584000
Olmsted Green East-Phase 2,Multifamily Housing,11 Sandpiper Lane,Boston,Suffolk,MA,2125,,,45970,,2010,2014,83,79,,,,,,215.6,58.66,,1405196960;1405196930;1405196950;1405196900
Police Garage,Police Station,160 HANCOCK ST,Boston,Suffolk,MA,2125,,,11000,,2007,2014,,160.8,,,,,,106.3,,,
RUSSELL,K-12 School,750 Columbia Rd.,Boston,Suffolk,MA,2125,,,53585,,1903,2014,84,75.7,,,,,,239,0.92,,
Savin Hill Apartments,,130 Auckland Street,Boston,Suffolk,MA,2125,,,,,1982,2014,,52.9,,,,,,482.3,35,,1503123000
South Bay Center: South Bay Center,Retail Store,8 Allstate Road,Boston,Suffolk,MA,2125,,,572434,,2005,2014,,2.9,,,,,,58.3,26.04,,
SPIRE 65 BAY ST LLC,Manufacturing/Industrial Plant,65 BAY STREET,Boston,Suffolk,MA,2125,,,75000,,2001,2014,,130.5,,,,,,916.5,,,1503130010
Strand Theatre,Other,543 Columbia Rd,Boston,Suffolk,MA,2125,,,18000,,2000,2014,,259.1,,,,,,319.1,0.54,,
Uphams Corner Health Center,Urgent Care/Clinic/Other Outpatient,500 Columbia Rd,Boston,Suffolk,MA,2125,,,13600,,2000,2014,,,,,,,,0,1.39,,
WINTHROP,K-12 School,35 Brookford St.,Boston,Suffolk,MA,2125,,,43456,,1911,2014,91,62.9,,,,,,167.3,2.02,,
27016-Mattapan(Hydepk)/River St,Non-Refrigerated Warehouse,800 River Street,Boston,Suffolk,MA,2126,,,50700,,2000,2014,90,21.5,,,,,,73.5,0.51,,1804365000
820 Cummins Hwy,Other,820 Cummins Hwy,Boston,Suffolk,MA,2126,,,49458,,2000,2014,,,,,,,,0,0,,
Adams Court-A,Multifamily Housing,415 River Street,Boston,Suffolk,MA,2126,,,48580,,1965,2014,88,56.4,,,,,,174.6,62.54,,1801010000;1801012000
CHITTICK,K-12 School,154 Ruskindale Rd.,Boston,Suffolk,MA,2126,,,48697,,1931,2014,98,48.4,,,,,,143.1,1,,
Economy Plumbing && Heating Supply Co,Distribution Center,875 Morton Street,Boston,Suffolk,MA,2126,,,65000,,2007,2014,,,,,,,,0,2.39,,4051719
EEC MATTAPAN,K-12 School,108 Babson St.,Boston,Suffolk,MA,2126,,,36820,,1998,2014,85,46.2,,,,,,132.4,3,,
Fairlawn Apartments,Multifamily Housing,15 Bismarck Street,Boston,Suffolk,MA,2126,,,287748,,1968,2014,94,78.4,,,,,,1698.1,54.76,,1801980000
Gallivan Community Center,Other - Recreation,61 Woodruff Way,Boston,Suffolk,MA,2126,,,10400,,2000,2014,,89.4,,,,,,60.8,1.58,,
Lewenberg,K-12 School,20 Outlook Rd.,Boston,Suffolk,MA,2126,,,120944,,1930,2014,87,58.6,,,,,,441.6,0.74,,
MATTAHUNT,K-12 School,100 Hebron St.,Boston,Suffolk,MA,2126,,,171035,,1977,2014,100,30,,,,,,352.7,0.5,,
Mattapan Branch,Library,1350 Blue Hill Ave,Boston,Suffolk,MA,2126,,,21000,,2000,2014,,180.6,,,,,,247.8,0.63,,
Mount Hope Cemetery Administration Building,Office,355 Walk Hill St,Boston,Suffolk,MA,2126,,,2400,,2000,2014,,156.7,,,,,,29,,,
Mount Hope Cemetery Maintenance Building,"Repair Services (Vehicle, Shoe, Locksmith, etc)",355 Walk Hill St,Boston,Suffolk,MA,2126,,,6168,,2000,2014,,79.2,,,,,,37.4,,,
Olmsted Green Phase 3,Multifamily Housing,39 Sandpiper Lane,Boston,Suffolk,MA,2126,,,49627,,2012,2014,100,46,,,,,,137.6,41.26,,1405196980
Schoolhouse at Lower Mills,Multifamily Housing,40 River Street,Boston,Suffolk,MA,2126,,,62136,,2008,2014,,10.2,,,,,,52.2,49.15,,
Stress Unit,Police Station,249 River St,Boston,Suffolk,MA,2126,,,3115,,2000,2014,,82.9,,,,,,16.2,,,
TAYLOR,K-12 School,1060 Morton St.,Boston,Suffolk,MA,2126,,,51389,,1931,2014,96,52.2,,,,,,162.4,1.66,,
Wood Mullen Shelter,Residence Hall/Dormitory,784 Massachusetts Ave,Boston,Suffolk,MA,2126,,,,,2000,2014,,,,,,,,0,,,
Worcester City Campus Corp. - MassBiologics,Manufacturing/Industrial Plant,460 Walk Hill Street,Boston,Suffolk,MA,2126,,,155000,,2004,2014,,611.9,,,,,,6502.8,87.08,,1405198150
28 Damrell,Office,28 Damrell Street,Boston,Suffolk,MA,2127,,,86372,,1848,2014,93,47.7,,,,,,297,5.5,,700254000
50 West Broadway,Multifamily Housing,50 West Broadway,Boston,Suffolk,MA,2127,,,250755,,2008,2014,97,39.3,,,,,,585,,,600022010
Alger Street Realty LLC,,4 Alger Street,Boston,Suffolk,MA,2127,,,,,1947,2014,,,,,,,,625.1,,,700027000
Carson Tower,Multifamily Housing,1410 Columbia Road,Boston,Suffolk,MA,2127,,,116876,,1973,2014,,166.8,,,,,,1035.2,,,
Comcast Building,Non-Refrigerated Warehouse,426 East First Street,Boston,Suffolk,MA,2127,,,80000,,1930,2014,,68.5,,,,,,408.8,2.31,,602818000
CONDON,K-12 School,220 D St.,Boston,Suffolk,MA,2127,,,140426,,1975,2014,21,145,,,,,,1178.9,3.67,,
Curley Community Center,Other - Recreation,1163 Columbia Rd,Boston,Suffolk,MA,2127,,,47520,,2000,2014,,204.7,,,,,,601.9,7.47,,
Eleven West,,11 West Broadway,Boston,Suffolk,MA,2127,,,,,2013,2014,,14.8,,,,,,105.9,22.34,,0600055010;060006100
Engine 02,Fire Station,700 East Fourth St,Boston,Suffolk,MA,2127,,,14040,,2000,2014,,101.3,,,,,,90.2,2.76,,
Engine 39,Fire Station,272 D Street,Boston,Suffolk,MA,2127,,,15640,,2000,2014,,96.9,,,,,,99.8,2.96,,
Exelon New Boston Station,Energy/Power Station,776 Summer Street,Boston,Suffolk,MA,2127,,,261600,,1898,2014,,2,,,,,,49.5,,,603406000
GAVIN,K-12 School,215 Dorchester,Boston,Suffolk,MA,2127,,,108387,,1936,2014,96,43.5,,,,,,298.5,1.42,,
Harbor Patrol,Police Station,Drydock  /  Summer St,Boston,Suffolk,MA,2127,,,1000,,2000,2014,,421.7,,,,,,40.8,,,
Marian Manor Nursing Home,Senior Care Community,130 Dorchester Street,Boston,Suffolk,MA,2127,,,201858,,1964,2014,21,137.3,,,,,,1754.4,,,
Opioid Treatment Services,Urgent Care/Clinic/Other Outpatient,300 Frontage Road,Boston,Suffolk,MA,2127,,,,,2000,2014,,,,,,,,0,85,,
PERKINS,K-12 School,50 Rev. Burke St.,Boston,Suffolk,MA,2127,,,28407,,1926,2014,95,55.3,,,,,,98.2,0.58,,
PERRY,K-12 School,745 E. Seventh St.,Boston,Suffolk,MA,2127,,,38774,,1904,2014,95,58.9,,,,,,136.8,0.82,,
South Boston Branch,Library,646 East Broadway,Boston,Suffolk,MA,2127,,,10800,,2000,2014,,68.8,,,,,,51.2,1.5,,
South Boston Elderly,Multifamily Housing,120 H Street,Boston,Suffolk,MA,2127,,,25500,,1985,2014,1,,,,,,,1640.2,72.59,,602147000
SOUTH BOSTON HS,K-12 School,95 G St.,Boston,Suffolk,MA,2127,,,160270,,1901,2014,63,84.7,,,,,,801.9,1.38,,
South Boston Non-Profit Housing a.k.a Castle Cover Co-op,Multifamily Housing,225 West Second Street,Boston,Suffolk,MA,2127,,,58304,,1997,2014,70,69.5,,,,,,265.5,,,601507001
Station 06 (inactive),Police Station,273 D St,Boston,Suffolk,MA,2127,,,18084,,2000,2014,,,,,,,,0.1,,,
The Gillette Company,Manufacturing/Industrial Plant,One Gillette Park,Boston,Suffolk,MA,2127,,,1526083,,1905,2014,,684.5,,,,,,55700.1,23.42,,601169000
Transorg LP c/o KeyPoint Partners LLC,Other,7 Elkins Street,Boston,Suffolk,MA,2127,,,60000,,1981,2014,,117.1,,,,,,627.7,,,603405100
Tudor Place Condominium,Multifamily Housing,157 W. 6th St.,Boston,Suffolk,MA,2127,,,60000,,1989,2014,95,40.8,,,,,,180,39.2,,600685010
TYNAN,K-12 School,650 E. Fourth St.,Boston,Suffolk,MA,2127,,,120000,,1972,2014,76,68.4,,,,,,510.7,2.43,,
West Square,Multifamily Housing,320 D Street,Boston,Suffolk,MA,2127,,,348089,,2013,2014,100,25.1,,,,,,486.3,13.07,,601509010
175 McClellan HWY,,144 Addison St,Boston,Suffolk,MA,2128,,,,,1910,2014,,,,,,,,998.3,,,548100
440 McClellan LLC,Non-Refrigerated Warehouse,440 William F McClellan Highway,Boston,Suffolk,MA,2128,,,121101,,1960,2014,71,29.7,,,,,,264.2,3.64,,101662000
A-07 Station,Police Station,69 Paris St,Boston,Suffolk,MA,2128,,,16194,,2000,2014,,108.7,,,,,,128.8,2.7,,
ADAMS,K-12 School,165 Webster St.,Boston,Suffolk,MA,2128,,,41336,,1910,2014,98,48,,,,,,119.2,0.99,,
ALIGHIERI,K-12 School,37 Gove St.,Boston,Suffolk,MA,2128,,,16948,,1924,2014,100,53,,,,,,50.6,0.55,,
Barnes School Apartments LLc,Residence Hall/Dormitory,127 Marion Street,Boston,Suffolk,MA,2128,,,145016,,1900,2014,87,45.9,,,,,,454.6,10.73,,105980000
BRADLEY,K-12 School,110 Beachview Rd.,Boston,Suffolk,MA,2128,,,33128,,1958,2014,95,52.5,,,,,,110.3,1.14,,
East Boston Branch,Library,276 Meridian St,Boston,Suffolk,MA,2128,,,9720,,2000,2014,,51.7,,,,,,29.3,0.01,,
EAST BOSTON HS,K-12 School,86 White St.,Boston,Suffolk,MA,2128,,,212505,,1926,2014,76,68.1,,,,,,866.7,0.86,,
East Boston Neighborhood Health Center,Urgent Care/Clinic/Other Outpatient,10 Gove St,Boston,Suffolk,MA,2128,,,57458,,1978,2014,,103.1,,,,,,533.8,,,
East Boston Stadium,Other,143 Porter St,Boston,Suffolk,MA,2128,,,112500,,2000,2014,,9.3,,,,,,95.2,,,
EEC EAST BOSTON,K-12 School,135 Gove St.,Boston,Suffolk,MA,2128,,,36400,,1998,2014,79,60.6,,,,,,155.6,1.32,,
Engine 05,Fire Station,360 Saratoga St,Boston,Suffolk,MA,2128,,,10080,,2000,2014,,127.8,,,,,,79,2.49,,
Engine 09,Fire Station,239 Sumner St,Boston,Suffolk,MA,2128,,,18836,,2000,2014,,108.2,,,,,,137.3,1.4,,
Engine 56,Fire Station,1 Ashley St,Boston,Suffolk,MA,2128,,,6844,,2000,2014,,176.1,,,,,,73.8,4.43,,
GUILD,K-12 School,5 Ashley St.,Boston,Suffolk,MA,2128,,,36628,,1921,2014,97,49.1,,,,,,114.1,1.01,,
KENNEDY PJ,K-12 School,343 Saratoga St.,Boston,Suffolk,MA,2128,,,36190,,1926,2014,100,36.5,,,,,,83.9,0.92,,
Landfall West Apartments: 401 Border Street,Multifamily Housing,401 Border St,Boston,Suffolk,MA,2128,,,38000,,1976,2014,26,105.3,,,,,,252.3,47.03,,103613000
Maverick Landing II,Multifamily Housing,115 Sumner Street,Boston,Suffolk,MA,2128,,,50000,,1900,2014,20,109.7,,,,,,329,55.46,,105402010
McArdle Bridge Tender House,Other - Public Services,500 Meridian St,Boston,Suffolk,MA,2128,,,3024,,2000,2014,,246.1,,,,,,64.8,,,
MCKAY,K-12 School,122 Cottage St.,Boston,Suffolk,MA,2128,,,79082,,1926,2014,97,39.1,,,,,,210.8,1.05,,
New East Boston,Library,365 Bremen Street,Boston,Suffolk,MA,2128,,,15000,,2000,2014,,,,,,,,,,,
New England Casket Co Inc,,1141 Bennington Street,Boston,Suffolk,MA,2128,,,,,1954,2014,,,,,,,,253.9,,,
O'DONNELL,K-12 School,33 Trenton St.,Boston,Suffolk,MA,2128,,,24648,,1932,2014,98,46,,,,,,73.4,1.64,,
Orient Heights Branch,Library,18 Barnes Ave,Boston,Suffolk,MA,2128,,,10000,,2000,2014,,27.1,,,,,,17.3,0,,
OTIS,K-12 School,218 Marion St.,Boston,Suffolk,MA,2128,,,35100,,1905,2014,93,61.6,,,,,,130.8,4.21,,
Paris Street Community Center,Other - Recreation,112 Paris St,Boston,Suffolk,MA,2128,,,26704,,2000,2014,,81,,,,,,124,0.72,,
Paris Street Pool,Fitness Center/Health Club/Gym,113 PARIS ST,Boston,Suffolk,MA,2128,,,24896,,2000,2014,,150.6,,,,,,227.3,3.05,,
Pino Community Center,Social/Meeting Hall,86 Boardman St,Boston,Suffolk,MA,2128,,,11250,,2000,2014,,96.2,,,,,,57.5,0.58,,
Portside at East Pier,Multifamily Housing,50 Lewis Street,Boston,Suffolk,MA,2128,,,198977,,2014,2014,,,,,,,,32,,,104447000
Shore Plaza,Multifamily Housing,400-800 Border St,Boston,Suffolk,MA,2128,,,297154,,1975,2014,3,141.9,,,,,,2654.9,74.91,,103678000
UMANA,K-12 School,312 Border St.,Boston,Suffolk,MA,2128,,,169000,,1975,2014,44,137.1,,,,,,1235.5,1.02,,
Victory Gardens Apartments: 54 Orleans Street,Multifamily Housing,54 Orleans St,Boston,Suffolk,MA,2128,,,124278,,1979,2014,100,36.9,,,,,,283.1,18.49,,105343100
425 Medford Street,Office,425 Medford Street,Boston,Suffolk,MA,2129,,,186818,,1899,2014,,30.8,,,,,,392.8,66.5,,0201799000;0201798000
465 Medford Street,Office,465 Medford Street,Boston,Suffolk,MA,2129,,,180096,,1920,2014,9,347.9,,,,,,3637,1.81,,0201804000;0201802000
56 Roland Street,Other,56 Roland Street,Boston,Suffolk,MA,2129,,,132614,,1910,2014,,,,,,,,,6.86,,202125000
A-15 Station,Police Station,20 Vine St,Boston,Suffolk,MA,2129,,,20000,,2000,2014,,96.1,,,,,,146.2,2.51,,
Basilica Leasehold Condominium Trust: Basilica Condominium,Multifamily Housing,106 13th Street,Boston,Suffolk,MA,2129,,,280000,,1986,2014,99,26.6,,,,,,503.1,10.69,,203510175
Bunker Hill Business Center,Manufacturing/Industrial Plant,440 Rutherford Avenue,Boston,Suffolk,MA,2129,,,53525,,1954,2014,,12.1,,,,,,35.2,0.75,,202162085
CharlesNewtown,Multifamily Housing,89 Medford Street,Boston,Suffolk,MA,2129,,,283936,,1971,2014,1,157.6,,,,,,3106.8,92.12,,0202734000;0202740000;0202745000
Charlestown Branch,Library,179 Main St,Boston,Suffolk,MA,2129,,,15831,,2000,2014,,84.8,,,,,,106.2,0.36,,
CHARLESTOWN HS,K-12 School,240 Medford St.,Boston,Suffolk,MA,2129,,,226822,,1978,2014,49,72.7,,,,,,1091.1,0.89,,
Charlestown Navy Yard Rowhouses,Multifamily Housing,110 First Ave,Boston,Suffolk,MA,2129,,,28820,,1989,2014,100,7.7,,,,,,21.3,64.4,,203517500
City Square Elderly Housing,Multifamily Housing,42 Park Street,Boston,Suffolk,MA,2129,,,94970,,1985,2014,97,54.9,,,,,,331.8,41.35,,
Clougherty Pool,Fitness Center/Health Club/Gym,345 Bunker Hill St,Boston,Suffolk,MA,2129,,,9936,,2000,2014,,16.2,,,,,,15.5,26.01,,
Constellation Wharf Condominium,Multifamily Housing,Pier 7 Ninth Street,Boston,Suffolk,MA,2129,,,163453,,1986,2014,1,70.5,,,,,,1114.4,18.51,,203516001
Courtyard Condominium,Multifamily Housing,47 Harvard Street,Boston,Suffolk,MA,2129,,,100000,,1983,2014,100,22.6,,,,,,166.4,28.56,,
EDWARDS,K-12 School,28 Walker St.,Boston,Suffolk,MA,2129,,,81668,,1932,2014,94,51.6,,,,,,261.9,1.09,,
Engine 04,Fire Station,200 Cambridge St,Boston,Suffolk,MA,2129,,,18150,,2000,2014,,84,,,,,,97.7,1.98,,
Engine 32,Fire Station,525 Main St,Boston,Suffolk,MA,2129,,,10914,,2000,2014,,122.3,,,,,,88.6,2.54,,
Engine 50,Fire Station,34 Winthrop St,Boston,Suffolk,MA,2129,,,12000,,2000,2014,,67,,,,,,51.5,1.47,,
Fiber Building,Manufacturing/Industrial Plant,490 R Rutherford Ave,Boston,Suffolk,MA,2129,,,67000,,1965,2014,,40.9,,,,,,246.1,1.77,,202162080
Flagship Wharf Condominium: 197 8th Street,Multifamily Housing,197 8th Street,Boston,Suffolk,MA,2129,,,590000,,1989,2014,28,55.4,,,,,,2431.2,14.03,,203505100
Holden,K-12 School,8 Pearl St,Boston,Suffolk,MA,2129,,,11212,,2000,2014,95,67.8,,,,,,59.3,1.58,,
KENT,K-12 School,50 Bunker Hill St.,Boston,Suffolk,MA,2129,,,93350,,1972,2014,68,99.5,,,,,,514.7,1.3,,
Mezzo Design Lofts,Multifamily Housing,30 Caldwell Street,Boston,Suffolk,MA,2129,,,123594,,2007,2014,,43.8,,,,,,365.6,37.97,,
MGH Institute of Health Professions,Office,36 First Avenue,Boston,Suffolk,MA,2129,,,64925,,1865,2014,69,73.8,,,,,,440.1,9.89,,0203504000;0203504001
"Mishawum Park: Bldgs 17, 18, and 20",Multifamily Housing,216 Main Street,Boston,Suffolk,MA,2129,,,30425,,1974,2014,98,55.4,,,,,,102.5,46.73,,202315000
"Mishawum Park: Bldgs 9,10,11, and 12",Multifamily Housing,290 Main Street,Boston,Suffolk,MA,2129,,,98577,,1974,2014,84,63.8,,,,,,411.9,57.28,,202390000
Parris Landing Condominium Trust: 42 8th Street,Multifamily Housing,42 8th Street,Boston,Suffolk,MA,2129,,,600580,,1979,2014,100,18.7,,,,,,867.7,25.74,,203506010
PHS-MGH-CNY 75,Laboratory,75 Thirteenth St.,Boston,Suffolk,MA,2129,,,51880,,1848,2014,,416.9,,,,,,1589.6,27.31,,203510155
PHS-MGH-CNY Bldg 114,Medical Office,114 16th Street,Boston,Suffolk,MA,2129,,,160352,,1904,2014,19,247.9,,,,,,2793.1,44.36,,203510050
PHS-MGH-CNY Bldg. 149,Medical Office,149 13th Street,Boston,Suffolk,MA,2129,,,733715,,1919,2014,12,275.7,,,,,,15705.9,44.55,,203510451
Schraffts Center,Office,529 Main Street,Boston,Suffolk,MA,2129,,,609636,,1928,2014,83,62.2,,,,,,3350.8,,,0201829000;0201829002
Shipways Condominium,Multifamily Housing,1-48 Shipway Place,Boston,Suffolk,MA,2129,,,106393,,1984,2014,85,29,,,,,,256,27.33,,203515600
Stillman Tennis Center,Fitness Center/Health Club/Gym,44 Terminal St,Boston,Suffolk,MA,2129,,,64320,,2000,2014,,43.4,,,,,,148.3,,,
The Nautica Condominium Leasehold Trust,Multifamily Housing,1 Warren St,Boston,Suffolk,MA,2129,,,239435,,2000,2014,67,73.5,,,,,,819.1,60.45,,
WARREN PRESCOTT,K-12 School,50 School St.,Boston,Suffolk,MA,2129,,,59330,,1963,2014,99,41.7,,,,,,151.1,2.11,,
YMCA of Greater Boston - Constitution Inn,Hotel,150 Second Avenue,Boston,Suffolk,MA,2129,,,270000,,1992,2014,1,,,,,,,,33.25,,0203511300;0203511301
Zelma Lacey Assisted Living: 9 West School St,Multifamily Housing,9 W School St,Boston,Suffolk,MA,2129,,,39384,,2004,2014,5,106.7,,,,,,301.8,67,,202350000
Zero-Sort Building,Manufacturing/Industrial Plant,410 R Rutherford Ave,Boston,Suffolk,MA,2129,,,81000,,1965,2014,,175.3,,,,,,1279.6,11.19,,202162095
1098-Jamaica Plain,Non-Refrigerated Warehouse,3175 Washington Street,Boston,Suffolk,MA,2130,,,71057,,2009,2014,9,31.6,,,,,,196.7,0.11,,1102009000
183 Forest Hills St,Multifamily Housing,183 Forest Hills St,Boston,Suffolk,MA,2130,,,66828,,1900,2014,99,75.2,,,,,,267.1,22.52,,1102906000
AGASSIZ,K-12 School,20 Child St.,Boston,Suffolk,MA,2130,,,115400,,1972,2014,63,81.6,,,,,,577.2,1.61,,
Arborway Gardens Condominium,Multifamily Housing,"461, 463, 467, 469, 493, 495 Arborway,",Boston,Suffolk,MA,2130,,,150172,,1950,2014,56,90.6,,,,,,770.3,25.72,,1102640000
Back of the Hill Apartments L.P.,Multifamily Housing,100 South Huntington Avenue,Boston,Suffolk,MA,2130,,,119531,,1978,2014,71,61.7,,,,,,489.5,34.98,,1001490000
Brewery Lofts,Multifamily Housing,251 Heath St Pub,Boston,Suffolk,MA,2130,,,86900,,,2014,73,62,,,,,,370.9,34.02,,1001480000
Charles E. Farnsworth Housing Corp,Other - Lodging/Residential,90 South Street,Boston,Suffolk,MA,2130,,,43037,,1982,2014,,58.3,,,,,,242.9,41.22,,1103125000
Commerce Apartments,Multifamily Housing,3115 Washington Street,Boston,Suffolk,MA,2130,,,85510,,1940,2014,25,90,,,,,,458.4,36.76,,1101302000
Connolly Branch,Library,433 Centre St,Boston,Suffolk,MA,2130,,,9240,,2000,2014,,50.3,,,,,,33.2,0.58,,
Curley House,Other,350 Jamaicaway,Boston,Suffolk,MA,2130,,,122183,,2000,2014,,6.6,,,,,,47.8,0.02,,
CURLEY JM,K-12 School,40 Pershing Rd.,Boston,Suffolk,MA,2130,,,34445,,1970,2014,80,66.7,,,,,,153,1.29,,
CURLEY MARY E,K-12 School,493 Centre St.,Boston,Suffolk,MA,2130,,,122183,,1931,2014,97,45,,,,,,333.8,0.95,,
Curtis Hall Community Center,Other - Recreation,20 S St,Boston,Suffolk,MA,2130,,,37995,,2000,2014,,136.8,,,,,,321.7,,,
DAUGHTERS OF ST PAUL INC,Mixed Use Property,50 ST PAULS AVENUE,Boston,Suffolk,MA,2130,,,174000,,1955,2014,,51.3,,,,,,592.1,12.1,,1902625000
E-13 Station,Police Station,3347 Washington St,Boston,Suffolk,MA,2130,,,14750,,2000,2014,,155.8,,,,,,155.9,1.53,,
EGLESTON,K-12 School,3134 Wasington St,Boston,Suffolk,MA,2130,,,30000,,1978,2014,100,6.6,,,,,,19,,,
English HS,K-12 School,144 McBride St.,Boston,Suffolk,MA,2130,,,225560,,1973,2014,51,91.8,,,,,,1211.4,0.97,,
Forestvale Apartments,Multifamily Housing,"107-113 Forest Hills Street, 115-121 Forest Hills Street, 123-127 Forest Hills Street",Boston,Suffolk,MA,2130,,,98205,,1964,2014,84,85.2,,,,,,481.7,,,1102906000
Franciscan Monastery of St Clare,Other - Lodging/Residential,920 Centre St,Boston,Suffolk,MA,2130,,,60400,,1906,2014,,54.3,,,,,,242.2,,,
Franklin Park Greenhouse,Other,190 Morton Street,Boston,Suffolk,MA,2130,,,25000,,2000,2014,,255.2,,,,,,360.3,,,
Franklin Park Villa,Multifamily Housing,131 Morton Street,Boston,Suffolk,MA,2130,,,67049,,2002,2014,,,,,,,,0,,,1103774000
FULLER,K-12 School,25 Glen Rd.,Boston,Suffolk,MA,2130,,,19887,,1892,2014,87,80.5,,,,,,94.9,0.38,,
HENNIGAN,K-12 School,200 Heath St.,Boston,Suffolk,MA,2130,,,137800,,1972,2014,8,206.1,,,,,,1529.7,1.54,,
Jamaica Plain,Multifamily Housing,48 School Street,Boston,Suffolk,MA,2130,,,156000,,1920,2014,79,76.2,,,,,,722.6,53.67,,1101481000;1102327000;1102328000;1102329000;1102330000;1102331000;1102332000;1102342000;1401095000;1401097000;1404298000;1404299000;1904778000
Jamaica Plain Branch,Library,12 Sedgewick St,Boston,Suffolk,MA,2130,,,9252,,2000,2014,,77.7,,,,,,46.4,1.16,,
Jamaica Pond Boat House,Other - Recreation,0 Jamaicaway,Boston,Suffolk,MA,2130,,,,,2000,2014,,,,,,,,0,202,,
Jamaicaway Tower and Townhouses,Multifamily Housing,111 Perkins Street,Boston,Suffolk,MA,2130,,,445701,,1965,2014,96,49.7,,,,,,1742.7,21.97,,1002149000
KENNEDY JF,K-12 School,7 Bolster St.,Boston,Suffolk,MA,2130,,,49194,,1963,2014,93,63.3,,,,,,183.4,1.42,,
MANNING,K-12 School,130 Louders Ln.,Boston,Suffolk,MA,2130,,,22336,,1941,2014,87,72,,,,,,100,1.32,,
Michael Moskow,Multifamily Housing,82 South Huntington Avenue,Boston,Suffolk,MA,2130,,,80000,,1969,2014,,,,,,,,,,,
MSPCA/Angell,Other - Specialty Hospital,350 South Huntington Ave,Boston,Suffolk,MA,2130,,,169972,,1954,2014,,171.9,,,,,,2070.9,2.73,,1002199001
Nate Smith House: 155 Lamartine St,Multifamily Housing,155 Lamartine St,Boston,Suffolk,MA,2130,,,36049,,1998,2014,30,84.7,,,,,,197.7,50.48,,1900029010
Park Ranger,Other - Recreation,FRNKLN/WLKHL   P8,Boston,Suffolk,MA,2130,,,2000,,2000,2014,,,,,,,,0,,,
PARKMAN,K-12 School,25 Walk Hill St.,Boston,Suffolk,MA,2130,,,39586,,1899,2014,84,74.3,,,,,,178.5,1.06,,
Pondview: 560 Centre St,Multifamily Housing,560 Centre St,Boston,Suffolk,MA,2130,,,50297,,2000,2014,42,96.1,,,,,,290.8,83.96,,1900914000
Sherrill House,Senior Care Community,135 South Huntington Avenue,Boston,Suffolk,MA,2130,,,157770,,1970,2014,67,126.6,,,,,,1026.9,41.79,,1001630000
Springhouse Inc,Senior Care Community,44 Allandale Street,Boston,Suffolk,MA,2130,,,172770,,1996,2014,3,136.1,,,,,,1517.9,23.15,,2003594000
